tanh_profile function in utils/binning_planar.py -> tanh_profile(psi_cc, *popt)rho_l, rho_v, z01, z02, w1, w2, A, freq, phase, d
7.876014788286156421e-01
-6.339627955326387031e-03
2.597464866537653450e+01
8.531863896547940973e-01
1.989783188289450333e+00
1.421166550773869143e-02
3.631475390555451987e-01
1.479744835943591319e+01
2.845849314884293935e-01
9.325844322817142609e-03
