psi,rho,rho_fit
5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.500000000000000333e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.500000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.500000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.500000000000001332e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.500000000000000000e-01,1.315625000000004508e-03,1.919774391421464432e-13
8.500000000000000888e-01,2.281687500000007529e-01,2.281687522726653372e-01
9.499999999999999556e-01,1.045796875000003290e+00,7.876014788274616762e-01
1.050000000000000044e+00,1.284000000000004693e+00,7.876014788286156421e-01
1.150000000000000133e+00,1.047787500000003424e+00,7.876014788286156421e-01
1.250000000000000000e+00,7.968562500000027082e-01,7.876014788286156421e-01
1.350000000000000089e+00,6.323781250000021226e-01,7.876014788286156421e-01
1.450000000000000178e+00,5.365343750000018952e-01,7.876014788286156421e-01
1.550000000000000044e+00,4.977906250000014854e-01,7.876014788286156421e-01
1.650000000000000133e+00,5.088218750000015334e-01,7.876014788286156421e-01
1.750000000000000000e+00,5.883656250000018906e-01,7.876014788286156421e-01
1.850000000000000089e+00,7.690750000000025066e-01,7.876014788286156421e-01
1.950000000000000178e+00,9.697906250000032369e-01,7.876014788286156421e-01
2.049999999999999822e+00,1.031981250000003403e+00,7.876014788286156421e-01
2.150000000000000355e+00,9.480562500000024873e-01,7.876014788286156421e-01
2.250000000000000000e+00,8.187156250000025004e-01,7.876014788286156421e-01
2.350000000000000533e+00,7.144250000000021972e-01,7.876014788286156421e-01
2.450000000000000178e+00,6.546593750000020417e-01,7.876014788286156421e-01
2.549999999999999822e+00,6.436750000000024396e-01,7.876014788286156421e-01
2.650000000000000355e+00,6.804781250000020432e-01,7.876014788286156421e-01
2.750000000000000000e+00,7.577093750000021277e-01,7.876014788286156421e-01
2.850000000000000533e+00,8.428125000000029621e-01,7.876014788286156421e-01
2.950000000000000178e+00,8.981968750000034474e-01,7.876014788286156421e-01
3.049999999999999822e+00,8.979875000000028251e-01,7.876014788286156421e-01
3.150000000000000355e+00,8.527781250000026070e-01,7.876014788286156421e-01
3.250000000000000000e+00,7.891375000000024897e-01,7.876014788286156421e-01
3.350000000000000533e+00,7.354718750000026617e-01,7.876014788286156421e-01
3.450000000000000178e+00,7.140531250000020647e-01,7.876014788286156421e-01
3.549999999999999822e+00,7.185125000000024409e-01,7.876014788286156421e-01
3.650000000000000355e+00,7.517937500000029249e-01,7.876014788286156421e-01
3.750000000000000000e+00,7.954468750000023292e-01,7.876014788286156421e-01
3.850000000000000533e+00,8.313125000000028963e-01,7.876014788286156421e-01
3.950000000000000178e+00,8.498687500000029482e-01,7.876014788286156421e-01
4.050000000000000711e+00,8.349406250000025453e-01,7.876014788286156421e-01
4.150000000000000355e+00,8.055968750000032097e-01,7.876014788286156421e-01
4.250000000000000000e+00,7.759875000000029388e-01,7.876014788286156421e-01
4.349999999999999645e+00,7.556218750000023299e-01,7.876014788286156421e-01
4.450000000000000178e+00,7.486656250000024437e-01,7.876014788286156421e-01
4.550000000000000711e+00,7.584625000000027040e-01,7.876014788286156421e-01
4.650000000000000355e+00,7.773906250000027773e-01,7.876014788286156421e-01
4.750000000000000000e+00,8.013750000000026130e-01,7.876014788286156421e-01
4.850000000000000533e+00,8.145343750000025862e-01,7.876014788286156421e-01
4.950000000000000178e+00,8.186250000000029337e-01,7.876014788286156421e-01
5.050000000000000711e+00,8.071593750000025658e-01,7.876014788286156421e-01
5.150000000000000355e+00,7.905218750000027050e-01,7.876014788286156421e-01
5.250000000000000000e+00,7.714375000000024407e-01,7.876014788286156421e-01
5.350000000000000533e+00,7.683687500000029313e-01,7.876014788286156421e-01
5.450000000000000178e+00,7.695750000000022295e-01,7.876014788286156421e-01
5.550000000000000711e+00,7.754781250000024606e-01,7.876014788286156421e-01
5.650000000000000355e+00,7.889531250000022533e-01,7.876014788286156421e-01
5.750000000000000000e+00,8.009750000000027681e-01,7.876014788286156421e-01
5.850000000000000533e+00,8.037250000000029093e-01,7.876014788286156421e-01
5.950000000000000178e+00,7.998375000000025326e-01,7.876014788286156421e-01
6.050000000000000711e+00,7.901281250000026235e-01,7.876014788286156421e-01
6.150000000000000355e+00,7.847250000000023373e-01,7.876014788286156421e-01
6.250000000000000000e+00,7.772125000000025263e-01,7.876014788286156421e-01
6.350000000000000533e+00,7.775312500000026716e-01,7.876014788286156421e-01
6.450000000000000178e+00,7.818062500000029225e-01,7.876014788286156421e-01
6.550000000000000711e+00,7.893812500000028098e-01,7.876014788286156421e-01
6.650000000000000355e+00,7.875156250000029390e-01,7.876014788286156421e-01
6.750000000000000000e+00,7.924437500000028889e-01,7.876014788286156421e-01
6.850000000000000533e+00,7.942500000000031202e-01,7.876014788286156421e-01
6.950000000000000178e+00,7.901750000000028473e-01,7.876014788286156421e-01
7.050000000000000711e+00,7.868156250000022389e-01,7.876014788286156421e-01
7.150000000000000355e+00,7.847718750000026722e-01,7.876014788286156421e-01
7.250000000000000000e+00,7.810843750000029395e-01,7.876014788286156421e-01
7.350000000000000533e+00,7.859906250000023853e-01,7.876014788286156421e-01
7.450000000000000178e+00,7.855312500000026787e-01,7.876014788286156421e-01
7.550000000000000711e+00,7.894250000000023748e-01,7.876014788286156421e-01
7.650000000000000355e+00,7.885625000000022755e-01,7.876014788286155310e-01
7.750000000000000000e+00,7.897875000000024182e-01,7.876014788286155310e-01
7.850000000000000533e+00,7.857000000000025075e-01,7.876014788286155310e-01
7.950000000000000178e+00,7.856468750000027423e-01,7.876014788286155310e-01
8.050000000000000711e+00,7.874406250000025587e-01,7.876014788286154200e-01
8.150000000000000355e+00,7.850281250000027411e-01,7.876014788286154200e-01
8.250000000000000000e+00,7.859937500000029331e-01,7.876014788286154200e-01
8.350000000000001421e+00,7.892281250000026116e-01,7.876014788286154200e-01
8.449999999999999289e+00,7.856468750000026313e-01,7.876014788286151980e-01
8.550000000000000711e+00,7.876468750000026331e-01,7.876014788286151980e-01
8.650000000000000355e+00,7.895343750000027860e-01,7.876014788286150869e-01
8.750000000000000000e+00,7.882437500000025743e-01,7.876014788286149759e-01
8.850000000000001421e+00,7.878687500000025601e-01,7.876014788286147539e-01
8.949999999999999289e+00,7.871687500000028592e-01,7.876014788286145318e-01
9.050000000000000711e+00,7.856812500000026622e-01,7.876014788286143098e-01
9.150000000000000355e+00,7.830093750000027830e-01,7.876014788286140877e-01
9.250000000000000000e+00,7.871843750000026008e-01,7.876014788286136437e-01
9.350000000000001421e+00,7.870062500000023498e-01,7.876014788286131996e-01
9.449999999999999289e+00,7.851968750000023478e-01,7.876014788286127555e-01
9.550000000000000711e+00,7.902281250000026125e-01,7.876014788286120893e-01
9.650000000000002132e+00,7.879625000000024526e-01,7.876014788286112012e-01
9.750000000000000000e+00,7.878000000000026093e-01,7.876014788286103130e-01
9.850000000000001421e+00,7.854093750000026297e-01,7.876014788286090917e-01
9.949999999999999289e+00,7.860375000000026091e-01,7.876014788286076485e-01
1.005000000000000071e+01,7.860531250000027947e-01,7.876014788286058721e-01
1.015000000000000213e+01,7.872562500000028773e-01,7.876014788286036516e-01
1.025000000000000000e+01,7.888406250000022935e-01,7.876014788286009871e-01
1.035000000000000142e+01,7.864531250000026397e-01,7.876014788285977675e-01
1.044999999999999929e+01,7.899156250000026747e-01,7.876014788285938817e-01
1.055000000000000071e+01,7.891812500000030539e-01,7.876014788285889967e-01
1.065000000000000213e+01,7.840250000000026365e-01,7.876014788285830015e-01
1.075000000000000000e+01,7.837093750000027059e-01,7.876014788285756740e-01
1.085000000000000142e+01,7.857312500000028788e-01,7.876014788285667922e-01
1.094999999999999929e+01,7.886593750000028269e-01,7.876014788285560231e-01
1.105000000000000071e+01,7.904125000000022938e-01,7.876014788285427004e-01
1.115000000000000213e+01,7.890093750000026773e-01,7.876014788285264911e-01
1.125000000000000000e+01,7.857187500000030189e-01,7.876014788285066182e-01
1.135000000000000142e+01,7.854156250000027262e-01,7.876014788284824153e-01
1.144999999999999929e+01,7.880906250000024871e-01,7.876014788284526613e-01
1.155000000000000071e+01,7.849250000000026484e-01,7.876014788284164680e-01
1.165000000000000213e+01,7.859906250000026073e-01,7.876014788283720591e-01
1.175000000000000000e+01,7.861656250000027546e-01,7.876014788283177692e-01
1.185000000000000142e+01,7.871250000000026281e-01,7.876014788282514889e-01
1.194999999999999929e+01,7.856656250000026986e-01,7.876014788281704426e-01
1.205000000000000071e+01,7.906625000000027104e-01,7.876014788280712997e-01
1.215000000000000213e+01,7.893000000000027772e-01,7.876014788279500634e-01
1.225000000000000000e+01,7.881093750000028875e-01,7.876014788278018486e-01
1.235000000000000142e+01,7.841656250000026418e-01,7.876014788276206602e-01
1.244999999999999929e+01,7.827343750000024247e-01,7.876014788273990597e-01
1.255000000000000071e+01,7.864968750000023157e-01,7.876014788271282763e-01
1.265000000000000213e+01,7.876156250000023729e-01,7.876014788267970967e-01
1.275000000000000000e+01,7.885156250000023848e-01,7.876014788263920874e-01
1.285000000000000142e+01,7.878156250000023508e-01,7.876014788258971500e-01
1.294999999999999929e+01,7.880968750000029166e-01,7.876014788252918564e-01
1.305000000000000071e+01,7.872843750000027008e-01,7.876014788245516707e-01
1.315000000000000213e+01,7.839968750000025910e-01,7.876014788236468389e-01
1.325000000000000000e+01,7.870625000000027738e-01,7.876014788225405017e-01
1.335000000000000142e+01,7.880343750000023961e-01,7.876014788211878059e-01
1.344999999999999929e+01,7.873000000000028864e-01,7.876014788195340177e-01
1.355000000000000071e+01,7.859781250000026365e-01,7.876014788175118575e-01
1.365000000000000213e+01,7.890125000000025590e-01,7.876014788150395018e-01
1.375000000000000000e+01,7.899218750000032152e-01,7.876014788120166976e-01
1.385000000000000142e+01,7.852375000000028082e-01,7.876014788083207652e-01
1.394999999999999929e+01,7.859312500000027457e-01,7.876014788038019354e-01
1.405000000000000071e+01,7.855656250000023766e-01,7.876014787982770216e-01
1.415000000000000213e+01,7.850968750000031360e-01,7.876014787915218696e-01
1.425000000000000000e+01,7.869406250000028358e-01,7.876014787832626984e-01
1.435000000000000142e+01,7.874531250000026406e-01,7.876014787731644429e-01
1.444999999999999929e+01,7.878687500000028932e-01,7.876014787608178747e-01
1.455000000000000071e+01,7.867812500000026521e-01,7.876014787457221722e-01
1.465000000000000213e+01,7.858031250000024892e-01,7.876014787272653805e-01
1.475000000000000000e+01,7.856031250000029553e-01,7.876014787046988763e-01
1.485000000000000142e+01,7.890062500000025736e-01,7.876014786771079468e-01
1.494999999999999929e+01,7.854000000000032067e-01,7.876014786433734871e-01
1.505000000000000071e+01,7.877343750000025402e-01,7.876014786021279246e-01
1.515000000000000213e+01,7.848937500000026102e-01,7.876014785516987082e-01
