psi,rho_mean,rho_fit,rho_std
1.000000000000000056e-01,0.000000000000000000e+00,5.688336469754050805e-12,0.000000000000000000e+00
3.000000000000000444e-01,0.000000000000000000e+00,1.926039106724531518e-10,0.000000000000000000e+00
5.000000000000000000e-01,0.000000000000000000e+00,1.401506577158140064e-08,0.000000000000000000e+00
7.000000000000000666e-01,0.000000000000000000e+00,7.921655030315417315e-07,0.000000000000000000e+00
9.000000000000000222e-01,0.000000000000000000e+00,2.762983596925922561e-05,0.000000000000000000e+00
1.100000000000000089e+00,0.000000000000000000e+00,6.957936875651860986e-04,0.000000000000000000e+00
1.300000000000000266e+00,2.413000000000000214e-02,2.675379038250308081e-02,1.038394509757605043e-03
1.500000000000000000e+00,6.062200000000000921e-01,6.055911957655856215e-01,8.862983339948832598e-03
1.700000000000000178e+00,1.064889999999999670e+00,1.068455948620798734e+00,8.694048175862082936e-03
1.899999999999999911e+00,8.247999999999999776e-01,8.769626685116779230e-01,8.874342080876814268e-03
2.100000000000000089e+00,6.136449999999998850e-01,6.125731922747581493e-01,6.455126481699392446e-03
2.300000000000000266e+00,5.981949999999999212e-01,6.565991828377287787e-01,7.190269374940725169e-03
2.500000000000000000e+00,8.683625000000001481e-01,9.020841142592225248e-01,9.659231676429931926e-03
2.700000000000000178e+00,9.975900000000000878e-01,9.848395352796217583e-01,1.156116002192824829e-02
2.900000000000000355e+00,8.272925000000000972e-01,8.233080218233108649e-01,9.877010454905653380e-03
3.100000000000000089e+00,7.056149999999998812e-01,6.789952455087615579e-01,6.871223364606602810e-03
3.300000000000000266e+00,7.494425000000000114e-01,7.389735592314089496e-01,1.010842893462261111e-02
3.500000000000000000e+00,8.885074999999998946e-01,8.804588609128516374e-01,7.880476792281303905e-03
3.700000000000000178e+00,9.027575000000001015e-01,9.004131311208027899e-01,9.049982189572485999e-03
3.900000000000000355e+00,7.978650000000000464e-01,8.020550046344195882e-01,1.092394882333018284e-02
4.099999999999999645e+00,7.536549999999999638e-01,7.417182447903638565e-01,9.810438854929765320e-03
4.300000000000000711e+00,8.018974999999999298e-01,7.866739041457430082e-01,1.142222527632675948e-02
4.500000000000000000e+00,8.668225000000001623e-01,8.509623863293659385e-01,1.174790546841168216e-02
4.700000000000001066e+00,8.462275000000000214e-01,8.477774440463596850e-01,9.723106973109279377e-03
4.900000000000000355e+00,7.969350000000000600e-01,8.010216811977274309e-01,8.816911083402826504e-03
5.099999999999999645e+00,7.813800000000000745e-01,7.824600258829410571e-01,1.103676153874667831e-02
5.300000000000000711e+00,8.197725000000002371e-01,8.062560568135844763e-01,7.504638477915550991e-03
5.500000000000000000e+00,8.439624999999999488e-01,8.291745353483188641e-01,1.212018623923264045e-02
5.700000000000001066e+00,8.214999999999997859e-01,8.233395613348286624e-01,1.023249467961850553e-02
5.900000000000000355e+00,7.990825000000000289e-01,8.058467388872568860e-01,6.818748824111061854e-03
6.099999999999999645e+00,7.983400000000000496e-01,8.021187907365112668e-01,1.062376432443098810e-02
6.300000000000000711e+00,8.236000000000001098e-01,8.116255487605706920e-01,8.279349707491983484e-03
6.500000000000000000e+00,8.263899999999999579e-01,8.179593666948534736e-01,9.391704065991325970e-03
6.700000000000001066e+00,8.128625000000001544e-01,8.147619193189068465e-01,1.254851506207639404e-02
6.900000000000000355e+00,8.021700000000000497e-01,8.095983491866427517e-01,9.430429470602070055e-03
7.099999999999999645e+00,8.115750000000000464e-01,8.093786754869780609e-01,1.034474822262356625e-02
7.300000000000000711e+00,8.226900000000000324e-01,8.123227887661096380e-01,9.302385093138900926e-03
7.500000000000000000e+00,8.166525000000000034e-01,8.136445688888583883e-01,1.055804102393800153e-02
7.700000000000001066e+00,8.097299999999998388e-01,8.124988217644235622e-01,8.892270445966564754e-03
7.900000000000000355e+00,8.091949999999998866e-01,8.112988596334130831e-01,8.234585280197303722e-03
8.100000000000001421e+00,8.126525000000001109e-01,8.114563367531134608e-01,1.054620753735922671e-02
8.300000000000000711e+00,8.157025000000001080e-01,8.121717922032590797e-01,1.009030899062639611e-02
