tanh_profile function in utils/binning_planar.py -> tanh_profile(psi_cc, *popt)rho_l, rho_v, z01, z02, w1, w2, A, freq, phase, d
8.120092632974148517e-01
-4.174789836539165994e-03
2.275934665224368914e+01
1.460113585871625874e+00
1.781916027596976981e+00
2.143675336647661023e-01
-3.539443788951514014e-01
3.789079086072079861e+01
7.855136744636642021e+00
1.047765785724050680e+01
