psi,rho_mean,rho_fit,rho_std
1.000000000000000056e-01,0.000000000000000000e+00,1.595892839211438434e-16,0.000000000000000000e+00
3.000000000000000444e-01,0.000000000000000000e+00,1.845631583257327696e-14,0.000000000000000000e+00
5.000000000000000000e-01,0.000000000000000000e+00,7.252965805681278740e-12,0.000000000000000000e+00
7.000000000000000666e-01,0.000000000000000000e+00,2.327025925304118661e-09,0.000000000000000000e+00
9.000000000000000222e-01,0.000000000000000000e+00,4.004399954515363098e-07,0.000000000000000000e+00
1.100000000000000089e+00,0.000000000000000000e+00,4.037160402544603098e-05,0.000000000000000000e+00
1.300000000000000266e+00,1.760750000000000509e-02,6.419265348070563211e-03,9.382619710484858908e-04
1.500000000000000000e+00,6.842125000000000012e-01,6.849673528830994007e-01,9.021988854722487114e-03
1.700000000000000178e+00,1.270652499999999741e+00,1.240725794752269628e+00,1.138056370586088342e-02
1.899999999999999911e+00,8.835349999999999593e-01,9.541938479454321609e-01,1.112880449435986636e-02
2.100000000000000089e+00,5.924524999999999375e-01,5.614872935185082348e-01,8.803415530349556137e-03
2.300000000000000266e+00,5.856499999999998929e-01,6.469220097094604549e-01,7.538794403127834637e-03
2.500000000000000000e+00,9.974675000000001734e-01,1.026991065075214538e+00,1.330087328949336976e-02
2.700000000000000178e+00,1.139277499999999943e+00,1.115969092084160064e+00,1.207061977870668365e-02
2.900000000000000355e+00,8.247524999999999995e-01,8.296613666815899624e-01,1.005731567985267139e-02
3.100000000000000089e+00,6.774124999999998620e-01,6.335826917661510072e-01,1.046791935039222132e-02
3.300000000000000266e+00,7.872624999999999762e-01,7.894456238151560390e-01,1.027102304902896730e-02
3.500000000000000000e+00,1.019157499999999938e+00,1.015791085047595521e+00,1.691637539719863595e-02
3.700000000000000178e+00,9.787874999999999215e-01,9.832062617054146969e-01,1.092397020318163457e-02
3.900000000000000355e+00,7.918749999999999956e-01,7.881538244818598882e-01,1.265930591761608298e-02
4.099999999999999645e+00,7.528874999999999318e-01,7.339522729919439881e-01,1.081370810105104080e-02
4.300000000000000711e+00,8.722124999999998352e-01,8.645605553578935565e-01,1.307762125279589294e-02
4.500000000000000000e+00,9.673900000000001942e-01,9.594166370271686173e-01,1.287272309963979552e-02
4.700000000000001066e+00,8.943049999999999056e-01,8.978446584977346490e-01,1.189164788722252633e-02
4.900000000000000355e+00,7.980749999999999789e-01,8.016035932269335307e-01,1.192088503425815967e-02
5.099999999999999645e+00,8.101525000000000531e-01,8.092071187275529098e-01,1.403930080542700222e-02
5.300000000000000711e+00,9.015274999999999261e-01,8.830918908515218435e-01,1.135339590978004347e-02
5.500000000000000000e+00,9.142050000000001564e-01,9.066068374600554369e-01,1.277459341200750699e-02
5.700000000000001066e+00,8.568574999999999386e-01,8.626978398665462455e-01,1.301883529231478639e-02
5.900000000000000355e+00,8.163250000000001894e-01,8.289515569082698265e-01,1.114501894876904729e-02
6.099999999999999645e+00,8.504875000000000629e-01,8.467175102282407106e-01,1.327824571283895902e-02
6.300000000000000711e+00,8.967300000000000271e-01,8.769111506938824796e-01,8.524166883199296371e-03
