tanh_profile function in utils/binning_planar.py -> tanh_profile(psi_cc, *popt)rho_l, rho_v, z01, z02, w1, w2, A, freq, phase, d
8.605568125063358664e-01
7.386434405947249655e-04
2.167843031564104805e+01
1.463324998207498506e+00
1.420578217275915600e+00
1.516973584976097078e-01
4.777803086950156430e-01
6.668419996901088886e+00
1.377195925336552662e+01
1.302406607435493235e+01
