tanh_profile function in utils/binning_planar.py -> tanh_profile(psi_cc, *popt)rho_l, rho_v, z01, z02, w1, w2, A, freq, phase, d
6.266966958792146158e-01
6.652232111354614008e-02
2.131808833949558846e+01
1.514756411413860082e+00
4.396411170753993680e+00
3.432903808161618664e-01
5.154019923824614269e-01
4.678375009765591841e+00
1.808745792787921403e+01
3.161332270542892342e+00
