tanh_profile function in utils/binning_planar.py -> tanh_profile(psi_cc, *popt)rho_l, rho_v, z01, z02, w1, w2, A, freq, phase, d
6.269593305920752035e-01
6.350981433082220073e-02
2.595193024023740946e+01
1.516990052565155844e+00
4.253906634520874697e+00
3.491570019224401467e-01
5.383619231864463783e-01
4.676781809777746268e+00
1.808562411243327261e+01
3.095909220119676064e+00
