psi,rho,rho_fit
5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.500000000000000333e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.500000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.500000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.500000000000001332e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.500000000000000000e-01,3.443750000000011038e-03,1.233589512608174369e-14
8.500000000000000888e-01,1.911062500000006159e-01,1.911062500167660383e-01
9.499999999999999556e-01,6.395312500000023270e-01,6.190076066082086381e-01
1.050000000000000044e+00,7.596343750000023043e-01,6.190076066082046413e-01
1.150000000000000133e+00,6.722187500000025295e-01,6.190076066081322548e-01
1.250000000000000000e+00,5.659156250000019206e-01,6.190076066080529849e-01
1.350000000000000089e+00,4.874906250000015651e-01,6.190076066079659434e-01
1.450000000000000178e+00,4.462875000000014469e-01,6.190076066078702421e-01
1.550000000000000044e+00,4.283187500000015802e-01,6.190076066077653261e-01
1.650000000000000133e+00,4.333656250000014754e-01,6.190076066076499739e-01
1.750000000000000000e+00,4.706218750000016326e-01,6.190076066075235195e-01
1.850000000000000089e+00,5.354593750000017360e-01,6.190076066073846306e-01
1.950000000000000178e+00,6.135281250000023112e-01,6.190076066072321970e-01
2.049999999999999822e+00,6.591406250000022560e-01,6.190076066070648864e-01
2.150000000000000355e+00,6.582625000000021931e-01,6.190076066068810334e-01
2.250000000000000000e+00,6.307031250000018074e-01,6.190076066066794169e-01
2.350000000000000533e+00,6.002218750000017922e-01,6.190076066064579274e-01
2.450000000000000178e+00,5.757781250000019169e-01,6.190076066062147886e-01
2.549999999999999822e+00,5.642343750000020641e-01,6.190076066059480020e-01
2.650000000000000355e+00,5.695843750000021410e-01,6.190076066056549031e-01
2.750000000000000000e+00,5.874781250000020716e-01,6.190076066053333825e-01
2.850000000000000533e+00,6.118437500000021290e-01,6.190076066049802206e-01
2.950000000000000178e+00,6.297093750000017920e-01,6.190076066045926417e-01
3.049999999999999822e+00,6.441781250000020442e-01,6.190076066041670932e-01
3.150000000000000355e+00,6.411468750000023364e-01,6.190076066036999114e-01
3.250000000000000000e+00,6.328500000000021330e-01,6.190076066031870994e-01
3.350000000000000533e+00,6.200593750000024107e-01,6.190076066026239943e-01
3.450000000000000178e+00,6.105031250000021448e-01,6.190076066020060441e-01
3.549999999999999822e+00,6.091781250000019021e-01,6.190076066013274758e-01
3.650000000000000355e+00,6.108687500000022919e-01,6.190076066005827382e-01
3.750000000000000000e+00,6.166031250000021391e-01,6.190076065997649479e-01
3.850000000000000533e+00,6.231500000000022021e-01,6.190076065988672216e-01
3.950000000000000178e+00,6.305937500000021734e-01,6.190076065978817876e-01
4.050000000000000711e+00,6.322843750000023411e-01,6.190076065967999863e-01
4.150000000000000355e+00,6.328062500000022350e-01,6.190076065956122697e-01
4.250000000000000000e+00,6.292468750000019817e-01,6.190076065943084238e-01
4.349999999999999645e+00,6.249812500000020421e-01,6.190076065928771243e-01
4.450000000000000178e+00,6.247156250000022171e-01,6.190076065913057146e-01
4.550000000000000711e+00,6.201343750000023469e-01,6.190076065895806501e-01
4.650000000000000355e+00,6.237562500000021215e-01,6.190076065876870537e-01
4.750000000000000000e+00,6.222937500000021993e-01,6.190076065856080501e-01
4.850000000000000533e+00,6.263250000000021300e-01,6.190076065833258756e-01
4.950000000000000178e+00,6.290593750000023077e-01,6.190076065808203243e-01
5.050000000000000711e+00,6.300875000000022430e-01,6.190076065780698578e-01
5.150000000000000355e+00,6.258781250000022833e-01,6.190076065750504952e-01
5.250000000000000000e+00,6.280343750000022540e-01,6.190076065717355913e-01
5.350000000000000533e+00,6.218125000000020997e-01,6.190076065680967243e-01
5.450000000000000178e+00,6.231687500000024915e-01,6.190076065641016978e-01
5.550000000000000711e+00,6.238531250000022288e-01,6.190076065597162058e-01
5.650000000000000355e+00,6.258281250000021778e-01,6.190076065549017237e-01
5.750000000000000000e+00,6.238062500000021160e-01,6.190076065496162849e-01
5.850000000000000533e+00,6.248468750000022442e-01,6.190076065438139263e-01
5.950000000000000178e+00,6.235000000000022746e-01,6.190076065374442438e-01
6.050000000000000711e+00,6.235531250000020398e-01,6.190076065304515041e-01
6.150000000000000355e+00,6.233000000000018526e-01,6.190076065227748670e-01
6.250000000000000000e+00,6.246250000000020952e-01,6.190076065143474970e-01
6.350000000000000533e+00,6.230750000000021549e-01,6.190076065050957865e-01
6.450000000000000178e+00,6.207906250000020387e-01,6.190076064949394663e-01
6.550000000000000711e+00,6.252468750000022002e-01,6.190076064837896075e-01
6.650000000000000355e+00,6.219187500000020741e-01,6.190076064715493986e-01
6.750000000000000000e+00,6.249000000000020094e-01,6.190076064581120363e-01
6.850000000000000533e+00,6.229250000000020604e-01,6.190076064433605030e-01
6.950000000000000178e+00,6.220656250000019538e-01,6.190076064271663459e-01
7.050000000000000711e+00,6.246843750000019568e-01,6.190076064093882335e-01
7.150000000000000355e+00,6.202031250000019647e-01,6.190076063898715120e-01
7.250000000000000000e+00,6.254500000000021709e-01,6.190076063684459839e-01
7.350000000000000533e+00,6.214312500000022110e-01,6.190076063449250210e-01
7.450000000000000178e+00,6.241531250000020847e-01,6.190076063191036759e-01
7.550000000000000711e+00,6.216500000000018122e-01,6.190076062907567955e-01
7.650000000000000355e+00,6.225937500000018332e-01,6.190076062596376882e-01
7.750000000000000000e+00,6.234093750000020417e-01,6.190076062254752376e-01
7.850000000000000533e+00,6.220468750000019975e-01,6.190076061879714597e-01
7.950000000000000178e+00,6.209375000000021405e-01,6.190076061467998381e-01
8.050000000000000711e+00,6.219500000000020012e-01,6.190076061016016595e-01
8.150000000000000355e+00,6.203281250000022284e-01,6.190076060519829060e-01
8.250000000000000000e+00,6.214437500000020709e-01,6.190076059975113676e-01
8.350000000000001421e+00,6.235281250000022091e-01,6.190076059377125350e-01
8.449999999999999289e+00,6.247593750000021151e-01,6.190076058720652696e-01
8.550000000000000711e+00,6.228750000000019549e-01,6.190076057999975845e-01
8.650000000000000355e+00,6.224875000000021918e-01,6.190076057208815374e-01
8.750000000000000000e+00,6.196312500000020762e-01,6.190076056340279020e-01
8.850000000000001421e+00,6.210062500000020913e-01,6.190076055386798393e-01
8.949999999999999289e+00,6.235437500000018396e-01,6.190076054340065692e-01
9.050000000000000711e+00,6.217062500000021252e-01,6.190076053190962657e-01
9.150000000000000355e+00,6.225718750000021062e-01,6.190076051929475076e-01
9.250000000000000000e+00,6.227750000000020769e-01,6.190076050544611741e-01
9.350000000000001421e+00,6.219312500000022670e-01,6.190076049024307858e-01
9.449999999999999289e+00,6.258687500000018611e-01,6.190076047355315136e-01
9.550000000000000711e+00,6.205031250000021537e-01,6.190076045523094095e-01
9.650000000000002132e+00,6.224812500000022064e-01,6.190076043511678616e-01
9.750000000000000000e+00,6.208906250000021387e-01,6.190076041303544940e-01
9.850000000000001421e+00,6.213000000000020728e-01,6.190076038879450682e-01
9.949999999999999289e+00,6.248718750000020750e-01,6.190076036218279398e-01
1.005000000000000071e+01,6.217437500000022599e-01,6.190076033296840752e-01
1.015000000000000213e+01,6.185687500000019989e-01,6.190076030089681769e-01
1.025000000000000000e+01,6.227812500000018403e-01,6.190076026568858136e-01
1.035000000000000142e+01,6.227156250000023263e-01,6.190076022703693281e-01
1.044999999999999929e+01,6.222375000000021084e-01,6.190076018460510809e-01
1.055000000000000071e+01,6.209750000000022752e-01,6.190076013802339183e-01
1.065000000000000213e+01,6.235500000000020471e-01,6.190076008688591980e-01
1.075000000000000000e+01,6.209843750000022533e-01,6.190076003074713729e-01
1.085000000000000142e+01,6.197562500000018959e-01,6.190075996911790224e-01
1.094999999999999929e+01,6.209406250000020222e-01,6.190075990146126639e-01
1.105000000000000071e+01,6.209843750000021423e-01,6.190075982718770131e-01
1.115000000000000213e+01,6.211000000000020949e-01,6.190075974565009131e-01
1.125000000000000000e+01,6.230531250000022059e-01,6.190075965613799358e-01
1.135000000000000142e+01,6.222687500000022576e-01,6.190075955787149864e-01
1.144999999999999929e+01,6.230125000000019675e-01,6.190075944999441360e-01
1.155000000000000071e+01,6.218093750000019959e-01,6.190075933156680144e-01
1.165000000000000213e+01,6.194875000000021892e-01,6.190075920155682088e-01
1.175000000000000000e+01,6.209437500000023480e-01,6.190075905883167806e-01
1.185000000000000142e+01,6.221281250000019192e-01,6.190075890214785659e-01
1.194999999999999929e+01,6.203000000000020719e-01,6.190075873014012631e-01
1.205000000000000071e+01,6.202968750000019682e-01,6.190075854130983046e-01
1.215000000000000213e+01,6.195562500000019179e-01,6.190075833401167404e-01
1.225000000000000000e+01,6.200718750000020485e-01,6.190075810643949072e-01
1.235000000000000142e+01,6.232125000000021675e-01,6.190075785661044439e-01
1.244999999999999929e+01,6.219156250000023034e-01,6.190075758234778736e-01
1.255000000000000071e+01,6.223500000000021792e-01,6.190075728126189780e-01
1.265000000000000213e+01,6.213625000000021492e-01,6.190075695072940754e-01
1.275000000000000000e+01,6.203718750000021265e-01,6.190075658787039803e-01
1.285000000000000142e+01,6.193062500000020565e-01,6.190075618952332048e-01
1.294999999999999929e+01,6.234156250000020272e-01,6.190075575221738458e-01
1.305000000000000071e+01,6.211250000000021476e-01,6.190075527214233819e-01
1.315000000000000213e+01,6.225031250000021554e-01,6.190075474511533837e-01
1.325000000000000000e+01,6.226843750000019551e-01,6.190075416654441387e-01
1.335000000000000142e+01,6.223687500000020245e-01,6.190075353138850822e-01
1.344999999999999929e+01,6.227781250000021807e-01,6.190075283411353713e-01
1.355000000000000071e+01,6.189562500000022061e-01,6.190075206864416035e-01
1.365000000000000213e+01,6.256968750000022617e-01,6.190075122831091292e-01
1.375000000000000000e+01,6.250906250000020092e-01,6.190075030579198501e-01
1.385000000000000142e+01,6.248125000000022133e-01,6.190074929304951734e-01
1.394999999999999929e+01,6.227593750000020023e-01,6.190074818125954614e-01
1.405000000000000071e+01,6.238500000000022361e-01,6.190074696073509797e-01
1.415000000000000213e+01,6.237218750000022016e-01,6.190074562084181276e-01
1.425000000000000000e+01,6.213093750000020510e-01,6.190074414990527352e-01
1.435000000000000142e+01,6.208218750000019659e-01,6.190074253510928770e-01
1.444999999999999929e+01,6.227750000000021879e-01,6.190074076238423206e-01
1.455000000000000071e+01,6.247812500000023972e-01,6.190073881628446184e-01
1.465000000000000213e+01,6.229375000000020313e-01,6.190073667985371841e-01
1.475000000000000000e+01,6.240000000000019975e-01,6.190073433447741413e-01
1.485000000000000142e+01,6.233625000000021510e-01,6.190073175972043984e-01
1.494999999999999929e+01,6.209125000000020878e-01,6.190072893314912950e-01
1.505000000000000071e+01,6.224937500000019552e-01,6.190072583013572771e-01
1.515000000000000213e+01,6.209875000000020240e-01,6.190072242364390576e-01
