tanh_profile function in utils/binning_planar.py -> tanh_profile(psi_cc, *popt)rho_l, rho_v, z01, z02, w1, w2, A, freq, phase, d
6.190076066089436058e-01
-5.832433653518976496e-02
3.036633838103351835e+01
8.526221757305612048e-01
4.286814537579388684e+00
1.301225975149655420e-02
2.512509656371060274e-01
1.445729494523351022e+01
6.929501031553406687e-01
1.848131298350545390e-02
