tanh_profile function in utils/binning_planar.py -> tanh_profile(psi_cc, *popt)rho_l, rho_v, z01, z02, w1, w2, A, freq, phase, d
8.112657064686134012e-01
3.885957502304867618e-03
1.660340869404867803e+01
1.460283690718043426e+00
1.810488497914811701e+00
2.145464329337557485e-01
-3.471146226149674496e-01
2.493229874134828705e+01
-7.845929365523994115e+00
1.081230618392942411e+01
