tanh_profile function in utils/binning_planar.py -> tanh_profile(psi_cc, *popt)rho_l, rho_v, z01, z02, w1, w2, A, freq, phase, d
6.655753441652276781e-01
-4.457061665328531513e-02
2.950219810634074946e+01
1.517509951072101293e+00
3.982130270115373794e+00
3.405984053896538022e-01
-5.329638017371784997e-01
5.051014183523947487e+00
7.885745392847510971e+00
3.466416008150128736e+00
