psi,rho_mean,rho_fit
0.1,0.0,0.0
0.30000000000000004,0.0,0.0
0.5,5e-324,5e-324
0.7000000000000001,5e-324,5e-324
0.9,1.036297143901805e-93,1.036297143901805e-93
1.1,5.032548704551133e-14,5.032548704551133e-14
1.3000000000000003,0.01569607626994114,0.01569607626994114
1.5,0.34017422684479415,0.34017422684479415
1.7,0.4459762096116024,0.4459762096116024
1.9,0.48518842604658624,0.48518842604658624
2.1,0.5151561866318218,0.5151561866318218
2.3,0.5456397314561604,0.5456397314561604
2.5,0.5760347369158169,0.5760347369158169
2.7,0.6007218664237037,0.6007218664237037
2.9000000000000004,0.6186700432240809,0.6186700432240809
3.1,0.6318998206142248,0.6318998206142248
3.3,0.6419898148855989,0.6419898148855989
3.5,0.6497582408789907,0.6497582408789907
3.7,0.6556127591713231,0.6556127591713231
3.9,0.6598573180669567,0.6598573180669567
4.1,0.6628967330250143,0.6628967330250143
4.300000000000001,0.6650863203766002,0.6650863203766002
4.5,0.666623044987587,0.666623044987587
4.700000000000001,0.6676490234872593,0.6676490234872593
4.9,0.668280449390033,0.668280449390033
5.1,0.6686155698878403,0.6686155698878403
5.300000000000001,0.6687338789839186,0.6687338789839186
5.5,0.6686952242268615,0.6686952242268615
5.700000000000001,0.6685440872403678,0.6685440872403678
5.9,0.6683141601382655,0.6683141601382655
6.1,0.6680312590735691,0.6680312590735691
6.300000000000001,0.6677150374227947,0.6677150374227947
6.5,0.6673801669518771,0.6673801669518771
6.700000000000001,0.6670373830082231,0.6670373830082231
6.9,0.6666944433180366,0.6666944433180366
7.1,0.6663568400868383,0.6663568400868383
7.3,0.6660283139388556,0.6660283139388556
7.5,0.6657112539687421,0.6657112539687421
7.700000000000002,0.6654067378023385,0.6654067378023385
7.9,0.6651151413594365,0.6651151413594365
8.100000000000001,0.6648364188567399,0.6648364188567399
8.3,0.6645700118436317,0.6645700118436317
8.5,0.6643146317979614,0.6643146317979614
8.699999999999998,0.6640678898980279,0.6640678898980279
8.9,0.6638262650731884,0.6638262650731884
9.1,0.6635910013751034,0.6635910013751034
9.3,0.6633682804494272,0.6633682804494272
9.5,0.6631582693190157,0.6631582693190157
9.7,0.6629605534269726,0.6629605534269726
9.9,0.6627748679826976,0.6627748679826976
10.1,0.662080525237954,0.662080525237954
10.3,0.6619488727790955,0.6619488727790955
10.5,0.6618268789904797,0.6618268789904797
10.7,0.6617144408805568,0.6617144408805568
10.9,0.6616113323422023,0.6616113323422023
11.1,0.6615194095226733,0.6615194095226733
11.3,0.661444695497678,0.661444695497678
11.5,0.6613847175853634,0.6613847175853634
11.7,0.6613356315924158,0.6613356315924158
11.9,0.6612950351231683,0.6612950351231683
12.1,0.6612614452509967,0.6612614452509967
12.3,0.6612338120075404,0.6612338120075404
12.5,0.6612112080251337,0.6612112080251337
12.7,0.6611925679651005,0.6611925679651005
12.9,0.6611771286933427,0.6611771286933427
13.1,0.6611643533606139,0.6611643533606139
13.3,0.6611537819570381,0.6611537819570381
13.5,0.6611450205416062,0.6611450205416062
13.7,0.6611377320172616,0.6611377320172616
13.9,0.6611316346290237,0.6611316346290237
14.1,0.661126496380112,0.661126496380112
14.3,0.6611221232323221,0.6611221232323221
14.5,0.6611183498750169,0.6611183498750169
14.7,0.6611150332146756,0.6611150332146756
14.9,0.6611120473053618,0.6611120473053618
15.1,0.6611092788664255,0.6611092788664255
15.3,0.6611066229641972,0.6611066229641972
15.5,0.661103978884263,0.661103978884263
15.7,0.6611012463227834,0.6611012463227834
15.9,0.6610983216093554,0.6610983216093554
16.1,0.6610950937876957,0.6610950937876957
16.3,0.6610914404059403,0.6610914404059403
16.5,0.6610872228654894,0.6610872228654894
16.700000000000003,0.661082281161722,0.661082281161722
16.9,0.661076427816608,0.661076427816608
17.1,0.6610694407701224,0.6610694407701224
17.3,0.6610610549603025,0.6610610549603025
17.5,0.6610509522735593,0.6610509522735593
17.700000000000003,0.661038749485545,0.661038749485545
17.9,0.6610239837368109,0.6610239837368109
18.1,0.6610060949944405,0.6610060949944405
18.3,0.6609844048376662,0.6609844048376662
18.5,0.6609580907677545,0.6609580907677545
