tanh_profile function in utils/binning_planar.py -> tanh_profile(psi_cc, *popt)rho_l, rho_v, z01, z02, w1, w2, A, freq, phase, d
6.657223259452387243e-01
4.627820052443031712e-02
2.133409127362034852e+01
1.525786380593838754e+00
3.573418871211540448e+00
4.215924509164700185e-01
6.137673832907989402e-01
5.173191530346174183e+00
1.698817537422647561e+01
3.199746746830763655e+00
