tanh_profile function in utils/binning_planar.py -> tanh_profile(psi_cc, *popt)rho_l, rho_v, z01, z02, w1, w2, A, freq, phase, d
7.295146960224667687e-01
-1.763426104307059053e-02
2.748245488547721038e+01
8.524445255920201081e-01
2.627625203591264835e+00
1.145407788999274271e-02
3.125329465721111144e-01
1.458721962506753300e+01
4.297664113200184710e-01
9.719044849560459776e-03
