tanh_profile function in utils/binning_planar.py -> tanh_profile(psi_cc, *popt)rho_l, rho_v, z01, z02, w1, w2, A, freq, phase, d
8.366951768713686288e-01
-1.396368303654366236e-03
1.924884357455560746e+01
1.458749428213572452e+00
1.650272656964155260e+00
1.882603280281917868e-01
4.062297088952681046e-01
6.597896916004207135e+00
1.388969555613126872e+01
1.191777407618141638e+01
