psi,rho_mean,rho_fit,rho_std
1.000000000000000056e-01,0.000000000000000000e+00,1.953532114180593529e-13,0.000000000000000000e+00
3.000000000000000444e-01,0.000000000000000000e+00,8.908701558030944583e-12,0.000000000000000000e+00
5.000000000000000000e-01,0.000000000000000000e+00,1.139426930261115315e-09,0.000000000000000000e+00
7.000000000000000666e-01,0.000000000000000000e+00,1.200240020509455615e-07,0.000000000000000000e+00
9.000000000000000222e-01,0.000000000000000000e+00,7.324088083696145854e-06,0.000000000000000000e+00
1.100000000000000089e+00,0.000000000000000000e+00,2.899315704402703774e-04,0.000000000000000000e+00
1.300000000000000266e+00,2.083499999999999935e-02,1.734881873731766375e-02,1.076800817235945736e-03
1.500000000000000000e+00,6.430299999999998795e-01,6.436713320305479380e-01,6.770201738423109981e-03
1.700000000000000178e+00,1.158474999999999921e+00,1.148514352607348910e+00,1.165142299870436035e-02
1.899999999999999911e+00,8.593824999999999381e-01,9.189190944016857321e-01,7.601874336047168175e-03
2.100000000000000089e+00,6.048175000000000079e-01,5.944681897364559875e-01,8.435362204808732542e-03
2.300000000000000266e+00,5.964499999999999247e-01,6.533597087473611564e-01,8.577817168045776680e-03
2.500000000000000000e+00,9.268525000000000791e-01,9.601738651136979552e-01,7.481124933000262572e-03
2.700000000000000178e+00,1.067547499999999872e+00,1.047966286522914015e+00,1.178467420222685524e-02
2.900000000000000355e+00,8.295574999999999477e-01,8.293004430065240573e-01,1.114534685772260864e-02
3.100000000000000089e+00,6.924749999999999517e-01,6.594718681440301378e-01,8.890200104313548263e-03
3.300000000000000266e+00,7.705799999999999317e-01,7.635640180024320101e-01,1.039604428819468178e-02
3.500000000000000000e+00,9.498549999999997828e-01,9.462672458710217338e-01,9.289678766187093803e-03
3.700000000000000178e+00,9.418400000000000105e-01,9.427892566558215837e-01,1.192513488834667616e-02
3.900000000000000355e+00,8.006725000000001202e-01,7.976514043905635898e-01,9.372334357874207225e-03
4.099999999999999645e+00,7.537874999999999437e-01,7.380652136262487728e-01,1.186868807320114357e-02
4.300000000000000711e+00,8.341225000000001000e-01,8.237570299304978194e-01,1.169588856011060697e-02
4.500000000000000000e+00,9.194199999999999040e-01,9.050472014627284345e-01,1.049194427819943876e-02
4.700000000000001066e+00,8.719724999999998172e-01,8.753808419353126258e-01,9.742439376254794989e-03
4.900000000000000355e+00,7.963099999999999623e-01,8.032086831264830806e-01,9.898147088696634607e-03
5.099999999999999645e+00,8.003099999999998548e-01,7.947767756815413698e-01,1.407715207441886940e-02
5.300000000000000711e+00,8.575599999999999890e-01,8.429711700498877525e-01,1.416871646677246750e-02
5.500000000000000000e+00,8.800475000000000936e-01,8.686675730674681128e-01,1.068389682259190954e-02
5.700000000000001066e+00,8.399700000000001054e-01,8.455285589507366417e-01,1.275635445365832545e-02
5.900000000000000355e+00,8.073799999999998755e-01,8.185025472652183165e-01,1.098658751674777730e-02
6.099999999999999645e+00,8.252100000000002211e-01,8.233555257007461048e-01,1.086929039469507197e-02
6.300000000000000711e+00,8.585800000000001209e-01,8.433890180968589556e-01,1.274594259486441263e-02
6.500000000000000000e+00,8.541800000000000503e-01,8.481192422403709408e-01,1.232897101609819676e-02
6.700000000000001066e+00,8.331749999999999989e-01,8.369193347764298796e-01,1.282737102326197975e-02
6.900000000000000355e+00,8.188325000000000742e-01,8.294977408653362305e-01,1.227861078847019248e-02
7.099999999999999645e+00,8.374325000000000241e-01,8.337250427914831841e-01,1.130102784100445873e-02
7.300000000000000711e+00,8.477275000000000782e-01,8.400043516640265384e-01,1.287738199733406280e-02
7.500000000000000000e+00,8.445949999999999847e-01,8.397980967436472488e-01,1.012347324421396244e-02
7.700000000000001066e+00,8.333749999999999769e-01,8.358903128975395669e-01,1.422615733891548218e-02
7.900000000000000355e+00,8.289124999999998300e-01,8.345366695180784777e-01,1.211185668543105984e-02
8.100000000000001421e+00,8.352999999999999314e-01,8.363483471332974206e-01,1.254818082852104076e-02
8.300000000000000711e+00,8.459624999999999506e-01,8.378174198066518086e-01,1.163437369675692640e-02
8.500000000000000000e+00,8.397550000000000292e-01,8.373147231112528788e-01,8.993051411184669816e-03
8.699999999999999289e+00,8.342125000000001345e-01,8.362916762765119083e-01,1.230157109136022046e-02
8.900000000000000355e+00,8.321949999999999070e-01,8.362003745935552290e-01,1.065408125407447601e-02
9.100000000000001421e+00,8.389550000000000063e-01,8.367353296444460797e-01,1.221164133974324967e-02
9.300000000000000711e+00,8.413024999999999531e-01,8.369784583743519191e-01,1.002182453973643993e-02
9.500000000000000000e+00,8.366925000000001722e-01,8.367764000940165481e-01,1.272712886752256495e-02
9.700000000000001066e+00,8.354400000000001825e-01,8.365747193536832160e-01,1.758434261674737820e-02
9.900000000000000355e+00,8.350874999999998716e-01,8.366097213848152636e-01,1.124486871281391367e-02
1.010000000000000142e+01,8.377574999999998218e-01,8.367267801601109278e-01,1.403263372323692963e-02
1.030000000000000071e+01,8.400524999999999798e-01,8.367497145337062792e-01,1.009882060597071772e-02
1.050000000000000000e+01,8.370675000000000754e-01,8.366984722539804187e-01,9.744381309516937997e-03
1.070000000000000107e+01,8.369699999999999918e-01,8.366693718212212527e-01,1.444380581134312863e-02
1.090000000000000036e+01,8.343124999999999014e-01,8.366846401579203230e-01,9.540907424018118740e-03
1.110000000000000142e+01,8.382850000000001689e-01,8.367039682206415252e-01,1.152855836150977475e-02
1.130000000000000071e+01,8.354599999999999804e-01,8.367031762518902793e-01,8.729420912848917871e-03
