tanh_profile function in utils/binning_planar.py -> tanh_profile(psi_cc, *popt)rho_l, rho_v, z01, z02, w1, w2, A, freq, phase, d
7.011219846859998439e-01
3.005800269918037018e-02
2.119961122435561762e+01
1.503904563702094688e+00
2.978442065432209684e+00
3.888157723076695049e-01
4.348259981992239620e-01
5.561076890560598507e+00
1.620050915682906734e+01
4.377174098945810776e+00
