tanh_profile function in utils/binning_planar.py -> tanh_profile(psi_cc, *popt)rho_l, rho_v, z01, z02, w1, w2, A, freq, phase, d
6.999431630228987178e-01
3.110803437457227913e-02
1.743885798356611616e+01
1.504202537506823534e+00
2.962856253494117187e+00
3.940711279566427305e-01
4.273867064487354983e-01
5.574026936949599609e+00
1.615900919277661529e+01
4.469738871044275363e+00
