tanh_profile function in utils/binning_planar.py -> tanh_profile(psi_cc, *popt)rho_l, rho_v, z01, z02, w1, w2, A, freq, phase, d
8.608990616741379887e-01
-4.970184835837385953e-04
2.459793486103872695e+01
1.456338745108083810e+00
1.724438032799531673e+00
1.440222645256510892e-01
4.893416359628457446e-01
6.671359471080113401e+00
7.491695990132425820e+00
1.363889594889454848e+01
