psi,rho_mean,rho_fit
0.05,0.0,0.0
0.15000000000000002,0.0,0.0
0.25,0.0,0.0
0.35000000000000003,0.0,0.0
0.45,5.840725889619662e-56,5.840725889619662e-56
0.55,1.78433172366735e-55,1.78433172366735e-55
0.6500000000000001,0.006559172585562812,0.006559172585562812
0.75,0.020226019993808755,0.020226019993808755
0.85,0.1407671426752597,0.1407671426752597
0.95,0.3802672643357172,0.3802672643357172
1.05,0.5167528521208086,0.5167528521208086
1.15,0.5354547972312049,0.5354547972312049
1.25,0.551407626799637,0.551407626799637
1.35,0.5641314952042342,0.5641314952042342
1.45,0.5789263970629757,0.5789263970629757
1.55,0.5962202950084519,0.5962202950084519
1.65,0.6144871975837364,0.6144871975837364
1.75,0.6339603343630155,0.6339603343630155
1.85,0.6532477361595188,0.6532477361595188
1.95,0.672298555373399,0.672298555373399
2.05,0.6891516351879307,0.6891516351879307
2.1500000000000004,0.7031281371786048,0.7031281371786048
2.25,0.7153321455721099,0.7153321455721099
2.3500000000000005,0.725151976303541,0.725151976303541
2.45,0.7339372911230181,0.7339372911230181
2.55,0.741292418606049,0.741292418606049
2.6500000000000004,0.7479711941081468,0.7479711941081468
2.75,0.7536888378478657,0.7536888378478657
2.8500000000000005,0.758888785640003,0.758888785640003
2.95,0.7633324286527514,0.7633324286527514
3.05,0.7673455728463903,0.7673455728463903
3.1500000000000004,0.7707120681862202,0.7707120681862202
3.25,0.7737309431499507,0.7737309431499507
3.3500000000000005,0.7762128555752811,0.7762128555752811
3.45,0.7784521054550014,0.7784521054550014
3.55,0.7803058265284931,0.7803058265284931
3.65,0.7819908508388159,0.7819908508388159
3.75,0.7834001636992021,0.7834001636992021
3.850000000000001,0.7846791759052323,0.7846791759052323
3.95,0.7857390726611125,0.7857390726611125
4.050000000000001,0.7866989393417438,0.7866989393417438
4.15,0.7874856946136108,0.7874856946136108
4.25,0.7881971201679807,0.7881971201679807
4.35,0.7887743537139719,0.7887743537139719
4.45,0.7892961765894164,0.7892961765894164
4.550000000000001,0.7897163694672233,0.7897163694672233
4.65,0.7900962136603393,0.7900962136603393
4.75,0.7903998436712615,0.7903998436712615
4.8500000000000005,0.7906739402135609,0.7906739402135609
4.95,0.7908905701543529,0.7908905701543529
5.050000000000001,0.7910855287005518,0.7910855287005518
5.15,0.7912370355560837,0.7912370355560837
5.25,0.7913727206501656,0.7913727206501656
5.3500000000000005,0.7914757074372509,0.7914757074372509
5.45,0.7915672506966062,0.7915672506966062
5.550000000000001,0.7916344090565578,0.7916344090565578
5.65,0.7916933732678764,0.7916933732678764
5.75,0.7917343278797929,0.7917343278797929
5.8500000000000005,0.791769469497204,0.791769469497204
5.95,0.791791428640736,0.791791428640736
6.050000000000001,0.7918093098540937,0.7918093098540937
6.15,0.7918176455214002,0.7918176455214002
6.25,0.7918231675202438,0.7918231675202438
6.3500000000000005,0.7918218884804599,0.7918218884804599
6.45,0.7918187129107448,0.7918187129107448
6.550000000000001,0.7918108015616108,0.7918108015616108
6.65,0.791801652536226,0.791801652536226
6.75,0.7917893092685415,0.7917893092685415
6.8500000000000005,0.7917761960358011,0.7917761960358011
6.95,0.7917610279883412,0.7917610279883412
7.050000000000001,0.7917454173624895,0.7917454173624895
7.15,0.7917285847749147,0.7917285847749147
7.25,0.7917115347730374,0.7917115347730374
7.35,0.7916938633870568,0.7916938633870568
7.45,0.7916761218651385,0.7916761218651385
7.55,0.7916581727222649,0.7916581727222649
7.65,0.7916402449123618,0.7916402449123618
7.75,0.7916223825525925,0.7916223825525925
7.85,0.791604599260001,0.791604599260001
7.95,0.7915870675447934,0.7915870675447934
8.05,0.791569644626014,0.791569644626014
