psi,rho_mean,rho_fit,rho_std
1.000000000000000056e-01,0.000000000000000000e+00,8.108131112019613164e-16,0.000000000000000000e+00
3.000000000000000444e-01,0.000000000000000000e+00,1.270544145253473339e-13,0.000000000000000000e+00
5.000000000000000000e-01,0.000000000000000000e+00,1.945756871738018782e-11,0.000000000000000000e+00
7.000000000000000666e-01,0.000000000000000000e+00,2.979999143867048211e-09,0.000000000000000000e+00
9.000000000000000222e-01,0.000000000000000000e+00,4.563974680126339835e-07,0.000000000000000000e+00
1.100000000000000089e+00,0.000000000000000000e+00,6.989229366017283987e-05,0.000000000000000000e+00
1.300000000000000266e+00,3.122500000000000275e-02,1.055062886238289886e-02,1.136418658954987731e-03
1.500000000000000000e+00,5.024925000000000086e-01,5.052563451864274802e-01,6.854393040041434002e-03
1.700000000000000178e+00,8.303374999999999506e-01,7.281976182691648480e-01,1.060803909405750624e-02
1.899999999999999911e+00,7.066199999999998038e-01,7.303016564984615711e-01,8.528981552084025780e-03
2.100000000000000089e+00,5.812850000000000517e-01,7.303154345400605374e-01,8.109547654332808359e-03
2.300000000000000266e+00,5.779875000000000984e-01,7.303155245039817389e-01,7.127963372668605357e-03
2.500000000000000000e+00,7.353099999999999081e-01,7.303155250913910823e-01,8.748768334366907942e-03
2.700000000000000178e+00,8.301375000000001947e-01,7.303155250952259037e-01,6.495643783174591748e-03
2.900000000000000355e+00,7.583374999999998867e-01,7.303155250952503286e-01,7.377506264599891297e-03
3.100000000000000089e+00,6.860700000000000687e-01,7.303155250952493294e-01,5.569853064300235752e-03
3.300000000000000266e+00,6.943650000000000100e-01,7.303155250952479971e-01,6.455395540084860571e-03
3.500000000000000000e+00,7.603650000000000686e-01,7.303155250952459987e-01,8.443856377646169128e-03
3.700000000000000178e+00,7.828024999999999567e-01,7.303155250952435562e-01,7.799586274452730353e-03
3.900000000000000355e+00,7.434875000000000789e-01,7.303155250952400035e-01,6.655228949361618844e-03
4.099999999999999645e+00,7.144849999999999257e-01,7.303155250952351185e-01,7.768324685609659386e-03
4.300000000000000711e+00,7.249449999999999505e-01,7.303155250952286792e-01,9.307310369585267834e-03
4.500000000000000000e+00,7.521600000000000508e-01,7.303155250952197974e-01,9.583793886721364910e-03
4.700000000000001066e+00,7.557225000000000747e-01,7.303155250952078070e-01,9.366955847131187840e-03
4.900000000000000355e+00,7.341225000000000112e-01,7.303155250951913757e-01,7.474649701350204352e-03
5.099999999999999645e+00,7.243899999999998673e-01,7.303155250951691713e-01,8.062610260363967801e-03
5.300000000000000711e+00,7.334674999999999390e-01,7.303155250951388622e-01,8.341009578550662162e-03
5.500000000000000000e+00,7.437850000000001405e-01,7.303155250950975619e-01,7.639959010636814332e-03
5.700000000000001066e+00,7.391299999999998427e-01,7.303155250950414956e-01,8.688398192871607528e-03
5.900000000000000355e+00,7.298425000000000606e-01,7.303155250949651123e-01,9.635464577879926037e-03
6.099999999999999645e+00,7.299799999999999622e-01,7.303155250948613064e-01,8.128578564157695405e-03
6.300000000000000711e+00,7.322724999999999929e-01,7.303155250947199750e-01,8.006929153782007397e-03
6.500000000000000000e+00,7.353725000000002066e-01,7.303155250945276844e-01,6.367815352883669962e-03
6.700000000000001066e+00,7.330349999999999921e-01,7.303155250942662269e-01,5.691339218959219799e-03
6.900000000000000355e+00,7.276575000000000681e-01,7.303155250939104004e-01,8.136294174545118454e-03
7.099999999999999645e+00,7.335149999999999171e-01,7.303155250934261211e-01,7.331135835024408035e-03
7.300000000000000711e+00,7.332775000000001375e-01,7.303155250927675368e-01,8.680111492735329004e-03
7.500000000000000000e+00,7.315524999999999389e-01,7.303155250918713648e-01,6.435928653394072836e-03
7.700000000000001066e+00,7.301625000000000476e-01,7.303155250906520068e-01,5.955865640384757666e-03
7.900000000000000355e+00,7.308124999999999760e-01,7.303155250889931116e-01,6.979214912113935673e-03
8.100000000000001421e+00,7.316074999999999662e-01,7.303155250867361392e-01,8.773003971514561211e-03
8.300000000000000711e+00,7.306199999999998251e-01,7.303155250836654844e-01,6.736729645442929466e-03
8.500000000000000000e+00,7.309650000000000869e-01,7.303155250794876041e-01,6.564780430849387512e-03
8.699999999999999289e+00,7.304149999999999254e-01,7.303155250738035953e-01,6.517973126993596884e-03
8.900000000000000355e+00,7.280374999999998931e-01,7.303155250660700037e-01,7.121979969377225696e-03
9.100000000000001421e+00,7.295800000000000063e-01,7.303155250555484201e-01,7.670370196240091157e-03
9.300000000000000711e+00,7.301249999999999130e-01,7.303155250412334265e-01,6.929010334133314103e-03
9.500000000000000000e+00,7.303200000000000802e-01,7.303155250217572281e-01,1.120160232899034859e-02
9.700000000000001066e+00,7.297574999999999479e-01,7.303155249952592021e-01,6.905418829479225730e-03
9.900000000000000355e+00,7.279600000000001625e-01,7.303155249592077070e-01,7.604250888742921169e-03
1.010000000000000142e+01,7.306250000000000799e-01,7.303155249101581648e-01,8.298787165667811244e-03
1.030000000000000071e+01,7.329499999999999904e-01,7.303155248434244351e-01,5.406939984871295991e-03
1.050000000000000000e+01,7.299274999999998403e-01,7.303155247526307292e-01,4.797929240828802469e-03
1.070000000000000107e+01,7.297575000000000589e-01,7.303155246291025415e-01,6.360140576897228143e-03
1.090000000000000036e+01,7.303124999999999201e-01,7.303155244610377572e-01,7.323625701867410819e-03
1.110000000000000142e+01,7.297449999999999770e-01,7.303155242323794427e-01,6.635349909466159955e-03
1.130000000000000071e+01,7.316799999999999971e-01,7.303155239212810734e-01,7.626018482454431473e-03
1.150000000000000000e+01,7.338225000000000442e-01,7.303155234980203137e-01,5.873859911775042991e-03
1.170000000000000107e+01,7.309174999999999978e-01,7.303155229221580669e-01,6.305579713738904309e-03
1.190000000000000036e+01,7.294175000000000519e-01,7.303155221386758988e-01,9.090195339803743002e-03
1.210000000000000142e+01,7.323175000000000656e-01,7.303155210727191315e-01,6.957091705590774493e-03
1.230000000000000071e+01,7.307774999999999688e-01,7.303155196224451196e-01,9.368543039566541025e-03
1.250000000000000000e+01,7.320699999999999985e-01,7.303155176492930334e-01,6.500493908360469725e-03
1.270000000000000107e+01,7.297925000000000662e-01,7.303155149647457822e-01,7.030278032235016787e-03
1.290000000000000036e+01,7.318350000000000133e-01,7.303155113123189768e-01,9.339927025523555096e-03
1.310000000000000142e+01,7.288200000000000234e-01,7.303155063430555316e-01,6.449345131994328219e-03
1.330000000000000071e+01,7.288124999999999742e-01,7.303154995821869999e-01,8.844755731356755690e-03
1.350000000000000000e+01,7.332300000000000484e-01,7.303154903837723033e-01,7.104787118556046485e-03
1.370000000000000107e+01,7.312349999999998573e-01,7.303154778689855409e-01,6.394983642627524029e-03
1.390000000000000036e+01,7.307675000000001253e-01,7.303154608421504879e-01,6.304160593566255667e-03
1.410000000000000142e+01,7.296174999999999189e-01,7.303154376765057521e-01,9.448033421104937157e-03
1.430000000000000071e+01,7.303275000000002404e-01,7.303154061587817658e-01,7.544874087749913263e-03
1.450000000000000000e+01,7.309324999999998740e-01,7.303153632777432680e-01,9.251461833279737632e-03
1.470000000000000107e+01,7.315725000000000700e-01,7.303153049364943250e-01,9.742885055799760385e-03
1.490000000000000036e+01,7.313950000000000173e-01,7.303152255610576571e-01,7.831278379206777635e-03
1.510000000000000142e+01,7.293600000000000083e-01,7.303151175678345153e-01,9.264769148145078626e-03
1.530000000000000071e+01,7.291449999999999321e-01,7.303149706390663631e-01,6.824701651470116426e-03
1.550000000000000000e+01,7.310449999999999449e-01,7.303147707370774011e-01,5.492193023786249260e-03
1.570000000000000107e+01,7.288999999999999924e-01,7.303144987631223772e-01,6.437574731298480700e-03
1.590000000000000036e+01,7.323975000000001456e-01,7.303141287327145070e-01,8.086513707857578143e-03
1.610000000000000142e+01,7.320650000000000768e-01,7.303136252931182737e-01,7.921823620460394580e-03
1.630000000000000071e+01,7.301950000000001495e-01,7.303129403458561431e-01,6.762355164321166325e-03
1.650000000000000000e+01,7.290825000000000777e-01,7.303120084515983823e-01,7.040433505642126714e-03
1.670000000000000284e+01,7.308250000000000579e-01,7.303107405785177475e-01,5.522978315518208350e-03
1.689999999999999858e+01,7.311050000000001159e-01,7.303090155970184405e-01,7.812117780123800127e-03
1.710000000000000142e+01,7.291700000000000959e-01,7.303066687085958408e-01,6.212898298150211669e-03
1.730000000000000071e+01,7.338999999999999968e-01,7.303034757039814640e-01,9.460513505591197636e-03
