tanh_profile function in utils/binning_planar.py -> tanh_profile(psi_cc, *popt)rho_l, rho_v, z01, z02, w1, w2, A, freq, phase, d
7.303155250952532151e-01
1.982706776665126014e-02
2.443569227793471654e+01
1.467854043595999913e+00
2.598416815110980771e+00
1.590001534520915638e-01
-1.430377302474965306e+00
1.866963686162220526e+01
-7.068981831010358839e-03
1.898903390811820368e-04
