tanh_profile function in utils/binning_planar.py -> tanh_profile(psi_cc, *popt)rho_l, rho_v, z01, z02, w1, w2, A, freq, phase, d
7.592662907465772548e-01
1.229838827849178556e-02
2.054472441785013714e+01
1.470681178775687714e+00
2.281427070203268404e+00
2.826124459046837067e-01
2.938558020480113719e-01
6.199458286802951079e+00
1.479001509286847238e+01
8.380224253432198012e+00
