tanh_profile function in utils/binning_planar.py -> tanh_profile(psi_cc, *popt)rho_l, rho_v, z01, z02, w1, w2, A, freq, phase, d
6.672654852776727097e-01
4.436782763488697490e-02
1.338495714995399943e+01
1.527692803989075143e+00
3.606674475532506197e+00
4.022366947331733611e-01
6.429004596682117434e-01
4.995383011125436923e+00
1.736134094261350924e+01
3.077295482604388788e+00
