tanh_profile function in utils/binning_planar.py -> tanh_profile(psi_cc, *popt)rho_l, rho_v, z01, z02, w1, w2, A, freq, phase, d
5.778014967789522061e-01
9.436257372778786290e-02
2.626592293120035038e+01
1.506549206244762296e+00
6.247937026694855511e+00
3.060583150482598658e-01
4.501961135758781318e-01
4.232725960631499973e+00
1.901436365772556059e+01
3.069400561030096952e+00
