psi,rho,rho_fit
5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.500000000000000333e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.500000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.500000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.500000000000001332e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.500000000000000000e-01,9.937500000000033112e-04,1.021542331864691584e-14
8.500000000000000888e-01,2.298281250000007714e-01,2.298104063914306883e-01
9.499999999999999556e-01,1.146593750000003853e+00,8.142686132969145785e-01
1.050000000000000044e+00,1.416881250000004977e+00,8.142686132969806367e-01
1.150000000000000133e+00,1.128612500000003793e+00,8.142686132969806367e-01
1.250000000000000000e+00,8.265250000000027297e-01,8.142686132969806367e-01
1.350000000000000089e+00,6.381125000000024139e-01,8.142686132969806367e-01
1.450000000000000178e+00,5.335531250000017378e-01,8.142686132969806367e-01
1.550000000000000044e+00,4.924468750000016715e-01,8.142686132969806367e-01
1.650000000000000133e+00,5.058406250000018201e-01,8.142686132969806367e-01
1.750000000000000000e+00,6.043812500000019794e-01,8.142686132969806367e-01
1.850000000000000089e+00,8.201625000000030141e-01,8.142686132969806367e-01
1.950000000000000178e+00,1.062309375000003664e+00,8.142686132969806367e-01
2.049999999999999822e+00,1.116071875000003599e+00,8.142686132969806367e-01
2.150000000000000355e+00,9.945250000000033230e-01,8.142686132969806367e-01
2.250000000000000000e+00,8.294562500000030036e-01,8.142686132969806367e-01
2.350000000000000533e+00,7.071812500000023149e-01,8.142686132969806367e-01
2.450000000000000178e+00,6.440375000000024830e-01,8.142686132969806367e-01
2.549999999999999822e+00,6.392625000000023983e-01,8.142686132969806367e-01
2.650000000000000355e+00,6.928593750000024976e-01,8.142686132969806367e-01
2.750000000000000000e+00,7.943343750000027015e-01,8.142686132969806367e-01
2.850000000000000533e+00,9.058562500000028050e-01,8.142686132969806367e-01
2.950000000000000178e+00,9.692093750000033703e-01,8.142686132969806367e-01
3.049999999999999822e+00,9.483750000000031877e-01,8.142686132969806367e-01
3.150000000000000355e+00,8.702031250000027418e-01,8.142686132969806367e-01
3.250000000000000000e+00,7.952500000000024549e-01,8.142686132969806367e-01
3.350000000000000533e+00,7.357406250000028125e-01,8.142686132969806367e-01
3.450000000000000178e+00,7.121437500000024068e-01,8.142686132969806367e-01
3.549999999999999822e+00,7.293531250000022670e-01,8.142686132969806367e-01
3.650000000000000355e+00,7.791718750000028448e-01,8.142686132969806367e-01
3.750000000000000000e+00,8.417812500000022569e-01,8.142686132969806367e-01
3.850000000000000533e+00,8.841843750000029090e-01,8.142686132969806367e-01
3.950000000000000178e+00,8.925625000000029230e-01,8.142686132969806367e-01
4.050000000000000711e+00,8.672375000000031031e-01,8.142686132969806367e-01
4.150000000000000355e+00,8.241218750000025572e-01,8.142686132969806367e-01
4.250000000000000000e+00,7.854937500000030992e-01,8.142686132969806367e-01
4.349999999999999645e+00,7.628687500000022048e-01,8.142686132969806367e-01
4.450000000000000178e+00,7.601750000000029317e-01,8.142686132969806367e-01
4.550000000000000711e+00,7.766531250000024977e-01,8.142686132969806367e-01
4.650000000000000355e+00,8.145656250000030685e-01,8.142686132969806367e-01
4.750000000000000000e+00,8.421968750000026205e-01,8.142686132969806367e-01
4.850000000000000533e+00,8.568125000000030855e-01,8.142686132969806367e-01
4.950000000000000178e+00,8.483687500000030024e-01,8.142686132969806367e-01
5.050000000000000711e+00,8.290062500000029422e-01,8.142686132969806367e-01
5.150000000000000355e+00,8.072156250000032118e-01,8.142686132969806367e-01
5.250000000000000000e+00,7.910906250000029338e-01,8.142686132969806367e-01
5.350000000000000533e+00,7.850000000000023626e-01,8.142686132969806367e-01
5.450000000000000178e+00,7.883375000000019117e-01,8.142686132969806367e-01
5.550000000000000711e+00,8.041062500000027979e-01,8.142686132969806367e-01
5.650000000000000355e+00,8.207281250000026951e-01,8.142686132969806367e-01
5.750000000000000000e+00,8.341000000000029502e-01,8.142686132969806367e-01
5.850000000000000533e+00,8.356906250000032399e-01,8.142686132969806367e-01
5.950000000000000178e+00,8.270562500000024908e-01,8.142686132969806367e-01
6.050000000000000711e+00,8.127750000000026898e-01,8.142686132969806367e-01
6.150000000000000355e+00,8.021937500000029253e-01,8.142686132969806367e-01
6.250000000000000000e+00,7.991593750000031138e-01,8.142686132969806367e-01
6.350000000000000533e+00,7.971593750000027789e-01,8.142686132969806367e-01
6.450000000000000178e+00,8.051437500000028225e-01,8.142686132969806367e-01
6.550000000000000711e+00,8.129125000000029244e-01,8.142686132969806367e-01
6.650000000000000355e+00,8.236625000000029617e-01,8.142686132969806367e-01
6.750000000000000000e+00,8.240687500000030141e-01,8.142686132969806367e-01
6.850000000000000533e+00,8.223843750000027208e-01,8.142686132969806367e-01
6.950000000000000178e+00,8.154812500000027109e-01,8.142686132969806367e-01
7.050000000000000711e+00,8.111218750000033229e-01,8.142686132969806367e-01
7.150000000000000355e+00,8.032968750000030189e-01,8.142686132969806367e-01
7.250000000000000000e+00,8.041218750000030946e-01,8.142686132969806367e-01
7.350000000000000533e+00,8.036750000000024707e-01,8.142686132969806367e-01
7.450000000000000178e+00,8.096687500000022686e-01,8.142686132969806367e-01
7.550000000000000711e+00,8.212937500000032642e-01,8.142686132969806367e-01
7.650000000000000355e+00,8.174375000000027036e-01,8.142686132969806367e-01
7.750000000000000000e+00,8.195343750000028127e-01,8.142686132969806367e-01
7.850000000000000533e+00,8.132031250000028022e-01,8.142686132969806367e-01
7.950000000000000178e+00,8.134937500000027910e-01,8.142686132969805257e-01
8.050000000000000711e+00,8.082218750000028651e-01,8.142686132969805257e-01
8.150000000000000355e+00,8.118437500000031948e-01,8.142686132969805257e-01
8.250000000000000000e+00,8.112843750000028331e-01,8.142686132969805257e-01
8.350000000000001421e+00,8.091406250000029443e-01,8.142686132969805257e-01
8.449999999999999289e+00,8.125906250000030084e-01,8.142686132969805257e-01
8.550000000000000711e+00,8.127500000000028590e-01,8.142686132969805257e-01
8.650000000000000355e+00,8.162937500000028157e-01,8.142686132969805257e-01
8.750000000000000000e+00,8.164281250000027246e-01,8.142686132969805257e-01
8.850000000000001421e+00,8.151281250000027567e-01,8.142686132969804147e-01
8.949999999999999289e+00,8.128781250000024494e-01,8.142686132969803037e-01
9.050000000000000711e+00,8.131125000000026803e-01,8.142686132969803037e-01
9.150000000000000355e+00,8.136593750000027381e-01,8.142686132969803037e-01
9.250000000000000000e+00,8.076281250000026946e-01,8.142686132969800816e-01
9.350000000000001421e+00,8.106187500000027191e-01,8.142686132969800816e-01
9.449999999999999289e+00,8.116500000000032022e-01,8.142686132969798596e-01
9.550000000000000711e+00,8.128968750000027388e-01,8.142686132969796375e-01
9.650000000000002132e+00,8.129750000000028898e-01,8.142686132969794155e-01
9.750000000000000000e+00,8.137156250000024960e-01,8.142686132969790824e-01
9.850000000000001421e+00,8.178906250000028688e-01,8.142686132969787494e-01
9.949999999999999289e+00,8.164156250000021986e-01,8.142686132969783053e-01
1.005000000000000071e+01,8.123437500000030287e-01,8.142686132969776391e-01
1.015000000000000213e+01,8.103625000000023171e-01,8.142686132969769730e-01
1.025000000000000000e+01,8.138968750000030727e-01,8.142686132969760848e-01
1.035000000000000142e+01,8.095312500000028111e-01,8.142686132969749746e-01
1.044999999999999929e+01,8.106218750000028228e-01,8.142686132969736423e-01
1.055000000000000071e+01,8.151718750000024327e-01,8.142686132969718660e-01
1.065000000000000213e+01,8.166343750000027990e-01,8.142686132969696455e-01
1.075000000000000000e+01,8.143906250000024771e-01,8.142686132969669810e-01
1.085000000000000142e+01,8.154281250000030568e-01,8.142686132969636503e-01
1.094999999999999929e+01,8.163125000000028830e-01,8.142686132969594315e-01
1.105000000000000071e+01,8.102468750000026976e-01,8.142686132969543245e-01
1.115000000000000213e+01,8.142093750000027885e-01,8.142686132969479962e-01
1.125000000000000000e+01,8.108906250000030846e-01,8.142686132969400026e-01
1.135000000000000142e+01,8.106656250000026098e-01,8.142686132969301216e-01
1.144999999999999929e+01,8.143000000000024663e-01,8.142686132969177981e-01
1.155000000000000071e+01,8.128781250000024494e-01,8.142686132969024770e-01
1.165000000000000213e+01,8.160406250000024064e-01,8.142686132968834922e-01
1.175000000000000000e+01,8.146812500000027990e-01,8.142686132968597335e-01
1.185000000000000142e+01,8.151343750000027422e-01,8.142686132968303125e-01
1.194999999999999929e+01,8.112781250000028477e-01,8.142686132967936752e-01
1.205000000000000071e+01,8.126750000000028118e-01,8.142686132967480450e-01
1.215000000000000213e+01,8.127343750000025624e-01,8.142686132966914236e-01
1.225000000000000000e+01,8.146406250000030047e-01,8.142686132966210355e-01
1.235000000000000142e+01,8.141937500000027139e-01,8.142686132965333279e-01
1.244999999999999929e+01,8.155062500000022085e-01,8.142686132964243040e-01
1.255000000000000071e+01,8.109062500000027152e-01,8.142686132962887458e-01
1.265000000000000213e+01,8.081593750000025667e-01,8.142686132961201029e-01
1.275000000000000000e+01,8.111937500000029333e-01,8.142686132959104928e-01
1.285000000000000142e+01,8.130093750000029207e-01,8.142686132956495904e-01
1.294999999999999929e+01,8.122625000000026629e-01,8.142686132953252942e-01
1.305000000000000071e+01,8.155593750000025288e-01,8.142686132949219502e-01
1.315000000000000213e+01,8.135187500000027327e-01,8.142686132944201294e-01
1.325000000000000000e+01,8.149562500000029353e-01,8.142686132937961840e-01
1.335000000000000142e+01,8.125062500000025389e-01,8.142686132930201381e-01
1.344999999999999929e+01,8.138156250000028180e-01,8.142686132920551323e-01
1.355000000000000071e+01,8.098375000000025414e-01,8.142686132908547592e-01
1.365000000000000213e+01,8.129250000000030063e-01,8.142686132893619533e-01
1.375000000000000000e+01,8.099562500000029308e-01,8.142686132875054383e-01
1.385000000000000142e+01,8.131718750000025420e-01,8.142686132851963965e-01
1.394999999999999929e+01,8.097187500000027072e-01,8.142686132823246936e-01
1.405000000000000071e+01,8.146312500000028045e-01,8.142686132787531061e-01
1.415000000000000213e+01,8.159156250000030308e-01,8.142686132743111038e-01
1.425000000000000000e+01,8.158218750000031383e-01,8.142686132687868561e-01
1.435000000000000142e+01,8.122687500000027594e-01,8.142686132619161299e-01
1.444999999999999929e+01,8.122562500000028995e-01,8.142686132533711874e-01
1.455000000000000071e+01,8.104781250000033799e-01,8.142686132427439105e-01
1.465000000000000213e+01,8.114312500000023798e-01,8.142686132295268164e-01
1.475000000000000000e+01,8.115406250000026800e-01,8.142686132130889654e-01
1.485000000000000142e+01,8.106218750000024897e-01,8.142686131926450965e-01
1.494999999999999929e+01,8.125281250000031541e-01,8.142686131672194350e-01
1.505000000000000071e+01,8.176406250000028963e-01,8.142686131355976187e-01
1.515000000000000213e+01,8.148343750000027752e-01,8.142686130962697444e-01
