tanh_profile function in utils/binning_planar.py -> tanh_profile(psi_cc, *popt)rho_l, rho_v, z01, z02, w1, w2, A, freq, phase, d
8.142686132969806367e-01
-2.944535756040489623e-03
2.529288640873582850e+01
8.530036814108546972e-01
1.834151019667869420e+00
1.287157855602037715e-02
4.045964909107720997e-01
1.479247747724165407e+01
3.412489286600038918e-01
2.042842739213379666e-02
