tanh_profile function in utils/binning_planar.py -> tanh_profile(psi_cc, *popt)rho_l, rho_v, z01, z02, w1, w2, A, freq, phase, d
7.855323452188686106e-01
-7.154869121463796819e-03
1.372768469910289291e+01
1.465524377576405302e+00
2.009187248923286706e+00
2.439809185641091949e-01
3.135122798854753645e-01
2.508215955761245652e+01
-1.762497982841454913e+01
9.404637744096147500e+00
