psi,rho,rho_fit
5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.500000000000000333e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.500000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.500000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.500000000000001332e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.500000000000000000e-01,3.756250000000012183e-03,1.909351751708654808e-15
8.500000000000000888e-01,1.863343750000006627e-01,1.863345309271219052e-01
9.499999999999999556e-01,5.873843750000020680e-01,5.732637223966970952e-01
1.050000000000000044e+00,6.923031250000026837e-01,5.732637223391745529e-01
1.150000000000000133e+00,6.170656250000022824e-01,5.732637222777084984e-01
1.250000000000000000e+00,5.251281250000017220e-01,5.732637222120382514e-01
1.350000000000000089e+00,4.608031250000013124e-01,5.732637221418760420e-01
1.450000000000000178e+00,4.198125000000015317e-01,5.732637220669147826e-01
1.550000000000000044e+00,4.039656250000011606e-01,5.732637219868261802e-01
1.650000000000000133e+00,4.095281250000011308e-01,5.732637219012595153e-01
1.750000000000000000e+00,4.398062500000015085e-01,5.732637218098399767e-01
1.850000000000000089e+00,4.925593750000015203e-01,5.732637217121674400e-01
1.950000000000000178e+00,5.589906250000017396e-01,5.732637216078141362e-01
2.049999999999999822e+00,5.970312500000020117e-01,5.732637214963229866e-01
2.150000000000000355e+00,5.985437500000019284e-01,5.732637213772058260e-01
2.250000000000000000e+00,5.788093750000019577e-01,5.732637212499409607e-01
2.350000000000000533e+00,5.579031250000018316e-01,5.732637211139712807e-01
2.450000000000000178e+00,5.415906250000019906e-01,5.732637209687012625e-01
2.549999999999999822e+00,5.319250000000015355e-01,5.732637208134947482e-01
2.650000000000000355e+00,5.340718750000017501e-01,5.732637206476719482e-01
2.750000000000000000e+00,5.477375000000018757e-01,5.732637204705069989e-01
2.850000000000000533e+00,5.607468750000019764e-01,5.732637202812239652e-01
2.950000000000000178e+00,5.774562500000020027e-01,5.732637200789938436e-01
3.049999999999999822e+00,5.898125000000020712e-01,5.732637198629312314e-01
3.150000000000000355e+00,5.913312500000020844e-01,5.732637196320898854e-01
3.250000000000000000e+00,5.862312500000019799e-01,5.732637193854590585e-01
3.350000000000000533e+00,5.790781250000016644e-01,5.732637191219585038e-01
3.450000000000000178e+00,5.713500000000018009e-01,5.732637188404345885e-01
3.549999999999999822e+00,5.691937500000018302e-01,5.732637185396542989e-01
3.650000000000000355e+00,5.705031250000019982e-01,5.732637182183006885e-01
3.750000000000000000e+00,5.721343750000021933e-01,5.732637178749665496e-01
3.850000000000000533e+00,5.775687500000020735e-01,5.732637175081481962e-01
3.950000000000000178e+00,5.859656250000019329e-01,5.732637171162394685e-01
4.050000000000000711e+00,5.864062500000022382e-01,5.732637166975240728e-01
4.150000000000000355e+00,5.875625000000020970e-01,5.732637162501685868e-01
4.250000000000000000e+00,5.849718750000019174e-01,5.732637157722139110e-01
4.349999999999999645e+00,5.816250000000019460e-01,5.732637152615670528e-01
4.450000000000000178e+00,5.795250000000016222e-01,5.732637147159919122e-01
4.550000000000000711e+00,5.799531250000019567e-01,5.732637141330994002e-01
4.650000000000000355e+00,5.801843750000020838e-01,5.732637135103370030e-01
4.750000000000000000e+00,5.804250000000020782e-01,5.732637128449774577e-01
4.850000000000000533e+00,5.810625000000020357e-01,5.732637121341073172e-01
4.950000000000000178e+00,5.849843750000017772e-01,5.732637113746136270e-01
5.050000000000000711e+00,5.845312500000019451e-01,5.732637105631704921e-01
5.150000000000000355e+00,5.829843750000019975e-01,5.732637096962245327e-01
5.250000000000000000e+00,5.845593750000022126e-01,5.732637087699794520e-01
5.350000000000000533e+00,5.797250000000019332e-01,5.732637077803790504e-01
5.450000000000000178e+00,5.812531250000018135e-01,5.732637067230897943e-01
5.550000000000000711e+00,5.825000000000020162e-01,5.732637055934819426e-01
5.650000000000000355e+00,5.830187500000020284e-01,5.732637043866087856e-01
5.750000000000000000e+00,5.805125000000019853e-01,5.732637030971853287e-01
5.850000000000000533e+00,5.811781250000019883e-01,5.732637017195651996e-01
5.950000000000000178e+00,5.810218750000016863e-01,5.732637002477157795e-01
6.050000000000000711e+00,5.825156250000020908e-01,5.732636986751916686e-01
6.150000000000000355e+00,5.793000000000018135e-01,5.732636969951067085e-01
6.250000000000000000e+00,5.779343750000019986e-01,5.732636952001037844e-01
6.350000000000000533e+00,5.794968750000017987e-01,5.732636932823225173e-01
6.450000000000000178e+00,5.780750000000022260e-01,5.732636912333647361e-01
6.550000000000000711e+00,5.826406250000019105e-01,5.732636890442581734e-01
6.650000000000000355e+00,5.791750000000019938e-01,5.732636867054163865e-01
6.750000000000000000e+00,5.786187500000020689e-01,5.732636842065976790e-01
6.850000000000000533e+00,5.791718750000016680e-01,5.732636815368593597e-01
6.950000000000000178e+00,5.780718750000017891e-01,5.732636786845108912e-01
7.050000000000000711e+00,5.793281250000019700e-01,5.732636756370613762e-01
7.150000000000000355e+00,5.810250000000022341e-01,5.732636723811660451e-01
7.250000000000000000e+00,5.786093750000020908e-01,5.732636689025671917e-01
7.350000000000000533e+00,5.807781250000018103e-01,5.732636651860318899e-01
7.450000000000000178e+00,5.796406250000017968e-01,5.732636612152851585e-01
7.550000000000000711e+00,5.785968750000022309e-01,5.732636569729390175e-01
7.650000000000000355e+00,5.779500000000019622e-01,5.732636524404161049e-01
7.750000000000000000e+00,5.783468750000020364e-01,5.732636475978680757e-01
7.850000000000000533e+00,5.794031250000020172e-01,5.732636424240894479e-01
7.950000000000000178e+00,5.782843750000019600e-01,5.732636368964239004e-01
8.050000000000000711e+00,5.769812500000018884e-01,5.732636309906655736e-01
8.150000000000000355e+00,5.783250000000019764e-01,5.732636246809528213e-01
8.250000000000000000e+00,5.777093750000017458e-01,5.732636179396553011e-01
8.350000000000001421e+00,5.803031250000018071e-01,5.732636107372524048e-01
8.449999999999999289e+00,5.799468750000018602e-01,5.732636030422046947e-01
8.550000000000000711e+00,5.802625000000017907e-01,5.732635948208151255e-01
8.650000000000000355e+00,5.770937500000019593e-01,5.732635860370819403e-01
8.750000000000000000e+00,5.782093750000021348e-01,5.732635766525407961e-01
8.850000000000001421e+00,5.795781250000018314e-01,5.732635666260963436e-01
8.949999999999999289e+00,5.782062500000020311e-01,5.732635559138425929e-01
9.050000000000000711e+00,5.772812500000018554e-01,5.732635444688698456e-01
9.150000000000000355e+00,5.806062500000019888e-01,5.732635322410604140e-01
9.250000000000000000e+00,5.809781250000015662e-01,5.732635191768682414e-01
9.350000000000001421e+00,5.779281250000019021e-01,5.732635052190846459e-01
9.449999999999999289e+00,5.761937500000019474e-01,5.732634903065879639e-01
9.550000000000000711e+00,5.803562500000019053e-01,5.732634743740758765e-01
9.650000000000002132e+00,5.768000000000018668e-01,5.732634573517794152e-01
9.750000000000000000e+00,5.783593750000018963e-01,5.732634391651573180e-01
9.850000000000001421e+00,5.748562500000018449e-01,5.732634197345698457e-01
9.949999999999999289e+00,5.786343750000020325e-01,5.732633989749297276e-01
1.005000000000000071e+01,5.774250000000019645e-01,5.732633767953299042e-01
1.015000000000000213e+01,5.805687500000021872e-01,5.732633530986452897e-01
1.025000000000000000e+01,5.808312500000020195e-01,5.732633277811075567e-01
1.035000000000000142e+01,5.822968750000019345e-01,5.732633007318502782e-01
1.044999999999999929e+01,5.796031250000021062e-01,5.732632718324240928e-01
1.055000000000000071e+01,5.798250000000020332e-01,5.732632409562778975e-01
1.065000000000000213e+01,5.767812500000020215e-01,5.732632079682042914e-01
1.075000000000000000e+01,5.774625000000019881e-01,5.732631727237477159e-01
1.085000000000000142e+01,5.779062500000020641e-01,5.732631350685721827e-01
1.094999999999999929e+01,5.779218750000016946e-01,5.732630948377849256e-01
1.105000000000000071e+01,5.785406250000018069e-01,5.732630518552148668e-01
1.115000000000000213e+01,5.784906250000017014e-01,5.732630059326406791e-01
1.125000000000000000e+01,5.806000000000018924e-01,5.732629568689668886e-01
1.135000000000000142e+01,5.798750000000019167e-01,5.732629044493434689e-01
1.144999999999999929e+01,5.792625000000017899e-01,5.732628484442245931e-01
1.155000000000000071e+01,5.800125000000019293e-01,5.732627886083636604e-01
1.165000000000000213e+01,5.779437500000019767e-01,5.732627246797395992e-01
1.175000000000000000e+01,5.789625000000019339e-01,5.732626563784092300e-01
1.185000000000000142e+01,5.757531250000019751e-01,5.732625834052815783e-01
1.194999999999999929e+01,5.768968750000018630e-01,5.732625054408082566e-01
1.205000000000000071e+01,5.759937500000020805e-01,5.732624221435840273e-01
1.215000000000000213e+01,5.783562500000019035e-01,5.732623331488519991e-01
1.225000000000000000e+01,5.804781250000021764e-01,5.732622380669065709e-01
1.235000000000000142e+01,5.775906250000018005e-01,5.732621364813867970e-01
1.244999999999999929e+01,5.798750000000019167e-01,5.732620279474531788e-01
1.255000000000000071e+01,5.785375000000019252e-01,5.732619119898402227e-01
1.265000000000000213e+01,5.766437500000018979e-01,5.732617881007747718e-01
1.275000000000000000e+01,5.805375000000020380e-01,5.732616557377534505e-01
1.285000000000000142e+01,5.764812500000022766e-01,5.732615143211665654e-01
1.294999999999999929e+01,5.773906250000017115e-01,5.732613632317603569e-01
1.305000000000000071e+01,5.791843750000020830e-01,5.732612018079259464e-01
1.315000000000000213e+01,5.792281250000018700e-01,5.732610293428018755e-01
1.325000000000000000e+01,5.786343750000016994e-01,5.732608450811794709e-01
1.335000000000000142e+01,5.768593750000018394e-01,5.732606482161960448e-01
1.344999999999999929e+01,5.774937500000020263e-01,5.732604378858021654e-01
1.355000000000000071e+01,5.794937500000019170e-01,5.732602131689871205e-01
1.365000000000000213e+01,5.777187500000019460e-01,5.732599730817464767e-01
1.375000000000000000e+01,5.746343750000021400e-01,5.732597165727738586e-01
1.385000000000000142e+01,5.767000000000019888e-01,5.732594425188581866e-01
1.394999999999999929e+01,5.785312500000020508e-01,5.732591497199654995e-01
1.405000000000000071e+01,5.812906250000023922e-01,5.732588368939854906e-01
1.415000000000000213e+01,5.779843750000016600e-01,5.732585026711183307e-01
1.425000000000000000e+01,5.771468750000018355e-01,5.732581455878774657e-01
1.435000000000000142e+01,5.770500000000019503e-01,5.732577640806824082e-01
1.444999999999999929e+01,5.750906250000017428e-01,5.732573564790137688e-01
1.455000000000000071e+01,5.780250000000018984e-01,5.732569209981003278e-01
1.465000000000000213e+01,5.774187500000020901e-01,5.732564557311052855e-01
1.475000000000000000e+01,5.764437500000021419e-01,5.732559586407790508e-01
1.485000000000000142e+01,5.763687500000018726e-01,5.732554275505412633e-01
1.494999999999999929e+01,5.809750000000017955e-01,5.732548601349527484e-01
1.505000000000000071e+01,5.769500000000019613e-01,5.732542539095366596e-01
1.515000000000000213e+01,5.760968750000019512e-01,5.732536062199031779e-01
