tanh_profile function in utils/binning_planar.py -> tanh_profile(psi_cc, *popt)rho_l, rho_v, z01, z02, w1, w2, A, freq, phase, d
5.732637232377991721e-01
8.606871041042488124e-02
3.144656069723696135e+01
8.522416974506592524e-01
6.045738663826186965e+00
1.227153846320943459e-02
-1.050776675789478976e+00
1.149164409173072832e+00
1.272426242115773753e+01
8.708684828328247529e-03
