psi,rho_mean,rho_fit
0.05,0.0,0.0
0.15000000000000002,0.0,0.0
0.25,0.0,0.0
0.35000000000000003,0.0,0.0
0.45,1.2096930325132905e-41,1.2096930325132905e-41
0.55,3.6955914292245283e-41,3.6955914292245283e-41
0.6500000000000001,0.007471832665797145,0.007471832665797145
0.75,0.023040320241221254,0.023040320241221254
0.85,0.11148355140194213,0.11148355140194213
0.95,0.2810417798395817,0.2810417798395817
1.05,0.37579536126773694,0.37579536126773694
1.15,0.38501961511157645,0.38501961511157645
1.25,0.3919703709929285,0.3919703709929285
1.35,0.3962508001765223,0.3962508001765223
1.45,0.40311852336832427,0.40311852336832427
1.55,0.41310818434862834,0.41310818434862834
1.65,0.424801845964599,0.424801845964599
1.75,0.43860795780680806,0.43860795780680806
1.85,0.45293715240810634,0.45293715240810634
1.95,0.4679326311321989,0.4679326311321989
2.05,0.4814886564699779,0.4814886564699779
2.1500000000000004,0.4931606096148601,0.4931606096148601
2.25,0.5035488320101773,0.5035488320101773
2.3500000000000005,0.5122103106913741,0.5122103106913741
2.45,0.520147273369191,0.520147273369191
2.55,0.5270826143212197,0.5270826143212197
2.6500000000000004,0.533548853678735,0.533548853678735
2.75,0.5393484749808886,0.5393484749808886
2.8500000000000005,0.5447605223936111,0.5447605223936111
2.95,0.5496063610378229,0.5496063610378229
3.05,0.5540929302079896,0.5540929302079896
3.1500000000000004,0.5580398435573103,0.5580398435573103
3.25,0.5616721966804207,0.5616721966804207
3.3500000000000005,0.5648186546455979,0.5648186546455979
3.45,0.5677312427322894,0.5677312427322894
3.55,0.5702722713150665,0.5702722713150665
3.65,0.5726382564535542,0.5726382564535542
3.75,0.57471815737252,0.57471815737252
3.850000000000001,0.5766525112142841,0.5766525112142841
3.95,0.5783421110024578,0.5783421110024578
4.050000000000001,0.579911385812729,0.579911385812729
4.15,0.5812724269854429,0.5812724269854429
4.25,0.5825359608199028,0.5825359608199028
4.35,0.5836257955355196,0.5836257955355196
4.45,0.5846383008868876,0.5846383008868876
4.550000000000001,0.5855089746554865,0.5855089746554865
4.65,0.5863187291026919,0.5863187291026919
4.75,0.5870134137205985,0.5870134137205985
4.8500000000000005,0.5876597834765468,0.5876597834765468
4.95,0.5882121415552853,0.5882121415552853
5.050000000000001,0.588726038016135,0.588726038016135
5.15,0.5891628179667445,0.5891628179667445
5.25,0.5895690524020687,0.5895690524020687
5.3500000000000005,0.5899121594391362,0.5899121594391362
5.45,0.5902311229004183,0.5902311229004183
5.550000000000001,0.590498639056231,0.590498639056231
5.65,0.5907471465534117,0.5907471465534117
5.75,0.5909538756618338,0.5909538756618338
5.8500000000000005,0.5911456722936608,0.5911456722936608
5.95,0.5913036056588917,0.5913036056588917
6.050000000000001,0.5914498340620472,0.5914498340620472
6.15,0.5915686636992273,0.5915686636992273
6.25,0.5916783497535488,0.5916783497535488
6.3500000000000005,0.591765934461875,0.591765934461875
6.45,0.5918464066921518,0.5918464066921518
6.550000000000001,0.5919091185240252,0.5919091185240252
6.65,0.5919663224479244,0.5919663224479244
6.75,0.5920093113518429,0.5920093113518429
6.8500000000000005,0.5920480549523455,0.5920480549523455
6.95,0.592075469062137,0.592075469062137
7.050000000000001,0.5920996277380558,0.5920996277380558
7.15,0.5921147981405771,0.5921147981405771
7.25,0.5921274863700137,0.5921274863700137
7.35,0.5921330803886342,0.5921330803886342
7.45,0.5921367873665598,0.5921367873665598
7.55,0.5921349082041504,0.5921349082041504
7.65,0.5921315974622585,0.5921315974622585
7.75,0.5921238945955597,0.5921238945955597
7.85,0.5921151168467057,0.5921151168467057
7.95,0.5921029190182667,0.5921029190182667
8.05,0.5920899180131906,0.5920899180131906
