tanh_profile function in utils/binning_planar.py -> tanh_profile(psi_cc, *popt)rho_l, rho_v, z01, z02, w1, w2, A, freq, phase, d
8.602334395181038262e-01
5.853406018904626579e-04
1.588183984487366551e+01
1.463643886006961159e+00
1.468605688819341060e+00
1.520496209904663443e-01
4.656059777092329544e-01
2.475755246948336463e+01
1.918831139068176705e+00
1.332923443828452292e+01
