psi,rho_mean,rho_fit,rho_std
1.000000000000000056e-01,0.000000000000000000e+00,3.617223769204694618e-07,0.000000000000000000e+00
3.000000000000000444e-01,0.000000000000000000e+00,3.775080542532957796e-06,0.000000000000000000e+00
5.000000000000000000e-01,0.000000000000000000e+00,2.424761707599330362e-05,0.000000000000000000e+00
7.000000000000000666e-01,0.000000000000000000e+00,9.676971433647431201e-05,0.000000000000000000e+00
9.000000000000000222e-01,0.000000000000000000e+00,3.712005752234052817e-04,0.000000000000000000e+00
1.100000000000000089e+00,2.500000000000000205e-06,5.080734204104386982e-03,1.118033988749895056e-05
1.300000000000000266e+00,3.384000000000000202e-02,6.987363118131832695e-02,1.574266746607347941e-03
1.500000000000000000e+00,4.404950000000000254e-01,4.204353476471480167e-01,7.395213601413166971e-03
1.700000000000000178e+00,7.033650000000001290e-01,7.275573111100452905e-01,7.965635072313001497e-03
1.899999999999999911e+00,6.216900000000000759e-01,6.216057738982284642e-01,5.737540276203095292e-03
2.100000000000000089e+00,5.377324999999999466e-01,5.278938003854942718e-01,6.158525861719972919e-03
2.300000000000000266e+00,5.365874999999998840e-01,5.738161343826059246e-01,6.634040504930058604e-03
2.500000000000000000e+00,6.508350000000000524e-01,6.709607108259767472e-01,8.412007395446863614e-03
2.700000000000000178e+00,7.266074999999999617e-01,7.195855412588472166e-01,7.769801104952824868e-03
2.900000000000000355e+00,6.899050000000001015e-01,7.034338362600911498e-01,8.714928208781199184e-03
3.100000000000000089e+00,6.437475000000001391e-01,6.666513374503472145e-01,7.002640009686571070e-03
3.300000000000000266e+00,6.427400000000000890e-01,6.484203090012550241e-01,6.313052477126059568e-03
3.500000000000000000e+00,6.823225000000000540e-01,6.529676073068909625e-01,6.313029029421280899e-03
3.700000000000000178e+00,7.041649999999999299e-01,6.641893174107905695e-01,6.744512389225860993e-03
3.900000000000000355e+00,6.852224999999999566e-01,6.696970771163586189e-01,6.079159286577294659e-03
4.099999999999999645e+00,6.624724999999997976e-01,6.687147353376436953e-01,6.040444280453486671e-03
4.300000000000000711e+00,6.646875000000000977e-01,6.659636800018854386e-01,5.272267938043963438e-03
4.500000000000000000e+00,6.812774999999998693e-01,6.646245580322623914e-01,7.320042331629109285e-03
4.700000000000001066e+00,6.837674999999999725e-01,6.647820052996020745e-01,5.149483239275469935e-03
4.900000000000000355e+00,6.751824999999999077e-01,6.653232962864307209e-01,8.435362204808739481e-03
5.099999999999999645e+00,6.694299999999999695e-01,6.655850923699320187e-01,8.401854431893994793e-03
5.300000000000000711e+00,6.696125000000000549e-01,6.655678739694267376e-01,8.717720534393692475e-03
5.500000000000000000e+00,6.716299999999998382e-01,6.654825071717076490e-01,8.053315760408390894e-03
5.700000000000001066e+00,6.723500000000001142e-01,6.654413922464808007e-01,5.704176678447760683e-03
5.900000000000000355e+00,6.716550000000001130e-01,6.654422890083080411e-01,8.158558631729531316e-03
6.099999999999999645e+00,6.693549999999999223e-01,6.654530655571165854e-01,5.892544352600888151e-03
6.300000000000000711e+00,6.676824999999999566e-01,6.654582478805612933e-01,5.995969589298251988e-03
6.500000000000000000e+00,6.683924999999998340e-01,6.654583271356223628e-01,8.438855544132558770e-03
6.700000000000001066e+00,6.706749999999999101e-01,6.654572396924011146e-01,5.548790764425017702e-03
6.900000000000000355e+00,6.695249999999999257e-01,6.654567158011148731e-01,9.200464805192124992e-03
7.099999999999999645e+00,6.685774999999999357e-01,6.654566913462290900e-01,5.709513644140933562e-03
7.300000000000000711e+00,6.635725000000001206e-01,6.654567787703872250e-01,9.943464859949607132e-03
7.500000000000000000e+00,6.671374999999999389e-01,6.654568210212782331e-01,7.059202187663679399e-03
7.700000000000001066e+00,6.701175000000000326e-01,6.654568238859547291e-01,5.805674968692716570e-03
7.900000000000000355e+00,6.671850000000000280e-01,6.654568180026405599e-01,7.686541553431654530e-03
8.100000000000001421e+00,6.646349999999999758e-01,6.654568149176832703e-01,8.693268720834035346e-03
8.300000000000000711e+00,6.623300000000000853e-01,6.654568142390462349e-01,6.798478932046011711e-03
8.500000000000000000e+00,6.651424999999999699e-01,6.654568139992926845e-01,8.084980796123403604e-03
8.699999999999999289e+00,6.673975000000000879e-01,6.654568134819435210e-01,7.763163269400459414e-03
8.900000000000000355e+00,6.658474999999999255e-01,6.654568126699931252e-01,7.782985406777091254e-03
9.100000000000001421e+00,6.630550000000000610e-01,6.654568116198220640e-01,5.988495549582416831e-03
9.300000000000000711e+00,6.628199999999998537e-01,6.654568103111029309e-01,5.777688483340565929e-03
9.500000000000000000e+00,6.642249999999999543e-01,6.654568086761262213e-01,8.488591414983193834e-03
9.700000000000001066e+00,6.671550000000000535e-01,6.654568066265337256e-01,5.740573508851389527e-03
9.900000000000000355e+00,6.658049999999999802e-01,6.654568040552675257e-01,5.583903086928580090e-03
1.010000000000000142e+01,6.658774999999999000e-01,6.654568008296660730e-01,7.368415437027936096e-03
1.030000000000000071e+01,6.647475000000000467e-01,6.654567967834451592e-01,7.480210294679649763e-03
1.050000000000000000e+01,6.636900000000000022e-01,6.654567917078935135e-01,6.427891526284827163e-03
1.070000000000000107e+01,6.663324999999999942e-01,6.654567853411544887e-01,6.637003029269022795e-03
1.090000000000000036e+01,6.641025000000000400e-01,6.654567773547520604e-01,6.820354115671561565e-03
1.110000000000000142e+01,6.648275000000000157e-01,6.654567673366513780e-01,7.182406776649680018e-03
1.130000000000000071e+01,6.663974999999999760e-01,6.654567547699994368e-01,8.294219213911645586e-03
1.150000000000000000e+01,6.643800000000000816e-01,6.654567390064582977e-01,1.007574471584843021e-02
1.170000000000000107e+01,6.653149999999999897e-01,6.654567192327571767e-01,5.777658877544017239e-03
