tanh_profile function in utils/binning_planar.py -> tanh_profile(psi_cc, *popt)rho_l, rho_v, z01, z02, w1, w2, A, freq, phase, d
6.257551618805875515e-01
6.452242123852509892e-02
3.041819264583873306e+01
1.521370680970959510e+00
5.037255460900073700e+00
3.329593581130525504e-01
-5.886301549988351978e-01
4.629821496752387411e+00
4.017268578832201342e+01
2.997700669938849760e+00
