tanh_profile function in utils/binning_planar.py -> tanh_profile(psi_cc, *popt)rho_l, rho_v, z01, z02, w1, w2, A, freq, phase, d
7.594369235990929834e-01
-1.076100882853846599e-02
2.671765387025117633e+01
8.531483411481100010e-01
2.244750225960916001e+00
1.449402299618710727e-02
2.628203727018963431e-01
1.465412552752299291e+01
2.610191281354391490e-01
3.510250904835557351e-02
