psi,rho,rho_fit
5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.500000000000000333e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.500000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.500000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.500000000000001332e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.500000000000000000e-01,1.725000000000006476e-03,3.293743467516845809e-13
8.500000000000000888e-01,2.244062500000007232e-01,2.244062497779224230e-01
9.499999999999999556e-01,9.507031250000033129e-01,7.594369235971395460e-01
1.050000000000000044e+00,1.156337500000003571e+00,7.594369235990869882e-01
1.150000000000000133e+00,9.674531250000033555e-01,7.594369235990929834e-01
1.250000000000000000e+00,7.581312500000028098e-01,7.594369235990929834e-01
1.350000000000000089e+00,6.158093750000021016e-01,7.594369235990929834e-01
1.450000000000000178e+00,5.324562500000018517e-01,7.594369235990929834e-01
1.550000000000000044e+00,4.986062500000016384e-01,7.594369235990929834e-01
1.650000000000000133e+00,5.095250000000015600e-01,7.594369235990929834e-01
1.750000000000000000e+00,5.745781250000020490e-01,7.594369235990929834e-01
1.850000000000000089e+00,7.188718750000027136e-01,7.594369235990929834e-01
1.950000000000000178e+00,8.840937500000030091e-01,7.594369235990929834e-01
2.049999999999999822e+00,9.481593750000036902e-01,7.594369235990929834e-01
2.150000000000000355e+00,8.912281250000024801e-01,7.594369235990929834e-01
2.250000000000000000e+00,7.949656250000027846e-01,7.594369235990929834e-01
2.350000000000000533e+00,7.118531250000025290e-01,7.594369235990929834e-01
2.450000000000000178e+00,6.605125000000026114e-01,7.594369235990929834e-01
2.549999999999999822e+00,6.446812500000023149e-01,7.594369235990929834e-01
2.650000000000000355e+00,6.678375000000024153e-01,7.594369235990929834e-01
2.750000000000000000e+00,7.232125000000021453e-01,7.594369235990929834e-01
2.850000000000000533e+00,7.923281250000029363e-01,7.594369235990929834e-01
2.950000000000000178e+00,8.375750000000029560e-01,7.594369235990929834e-01
3.049999999999999822e+00,8.461562500000030518e-01,7.594369235990929834e-01
3.150000000000000355e+00,8.162468750000031470e-01,7.594369235990929834e-01
3.250000000000000000e+00,7.694687500000023661e-01,7.594369235990929834e-01
3.350000000000000533e+00,7.292031250000026166e-01,7.594369235990929834e-01
3.450000000000000178e+00,7.058968750000026438e-01,7.594369235990929834e-01
3.549999999999999822e+00,7.091125000000023659e-01,7.594369235990929834e-01
3.650000000000000355e+00,7.268562500000023130e-01,7.594369235990929834e-01
3.750000000000000000e+00,7.579375000000024842e-01,7.594369235990929834e-01
3.850000000000000533e+00,7.898906250000026219e-01,7.594369235990929834e-01
3.950000000000000178e+00,8.030625000000027880e-01,7.594369235990929834e-01
4.050000000000000711e+00,7.983468750000026759e-01,7.594369235990929834e-01
4.150000000000000355e+00,7.776718750000032321e-01,7.594369235990929834e-01
4.250000000000000000e+00,7.563781250000027878e-01,7.594369235990929834e-01
4.349999999999999645e+00,7.409687500000023963e-01,7.594369235990929834e-01
4.450000000000000178e+00,7.357125000000021009e-01,7.594369235990929834e-01
4.550000000000000711e+00,7.391187500000028221e-01,7.594369235990929834e-01
4.650000000000000355e+00,7.490562500000025326e-01,7.594369235990929834e-01
4.750000000000000000e+00,7.662875000000022307e-01,7.594369235990929834e-01
4.850000000000000533e+00,7.785031250000027381e-01,7.594369235990929834e-01
4.950000000000000178e+00,7.785437500000027544e-01,7.594369235990929834e-01
5.050000000000000711e+00,7.730531250000030052e-01,7.594369235990929834e-01
5.150000000000000355e+00,7.654031250000027375e-01,7.594369235990929834e-01
5.250000000000000000e+00,7.545187500000026803e-01,7.594369235990929834e-01
5.350000000000000533e+00,7.478406250000024791e-01,7.594369235990929834e-01
5.450000000000000178e+00,7.458406250000022553e-01,7.594369235990929834e-01
5.550000000000000711e+00,7.521468750000025461e-01,7.594369235990929834e-01
5.650000000000000355e+00,7.601250000000021600e-01,7.594369235990929834e-01
5.750000000000000000e+00,7.654093750000025009e-01,7.594369235990929834e-01
5.850000000000000533e+00,7.686312500000027637e-01,7.594369235990929834e-01
5.950000000000000178e+00,7.702281250000025947e-01,7.594369235990929834e-01
6.050000000000000711e+00,7.651937500000026704e-01,7.594369235990929834e-01
6.150000000000000355e+00,7.609000000000023523e-01,7.594369235990929834e-01
6.250000000000000000e+00,7.575562500000028177e-01,7.594369235990928724e-01
6.350000000000000533e+00,7.521437500000027754e-01,7.594369235990928724e-01
6.450000000000000178e+00,7.540718750000021675e-01,7.594369235990927613e-01
6.550000000000000711e+00,7.557812500000027356e-01,7.594369235990927613e-01
6.650000000000000355e+00,7.585968750000026128e-01,7.594369235990927613e-01
6.750000000000000000e+00,7.633312500000026812e-01,7.594369235990927613e-01
6.850000000000000533e+00,7.658000000000025898e-01,7.594369235990926503e-01
6.950000000000000178e+00,7.628156250000026617e-01,7.594369235990925393e-01
7.050000000000000711e+00,7.604906250000024182e-01,7.594369235990925393e-01
7.150000000000000355e+00,7.601125000000027443e-01,7.594369235990924283e-01
7.250000000000000000e+00,7.572375000000022283e-01,7.594369235990923173e-01
7.350000000000000533e+00,7.568218750000025308e-01,7.594369235990923173e-01
7.450000000000000178e+00,7.556093750000028031e-01,7.594369235990920952e-01
7.550000000000000711e+00,7.575687500000026775e-01,7.594369235990918732e-01
7.650000000000000355e+00,7.600187500000026297e-01,7.594369235990916511e-01
7.750000000000000000e+00,7.630312500000026033e-01,7.594369235990914291e-01
7.850000000000000533e+00,7.615375000000023098e-01,7.594369235990910960e-01
7.950000000000000178e+00,7.618875000000024933e-01,7.594369235990907629e-01
8.050000000000000711e+00,7.597000000000023734e-01,7.594369235990903189e-01
8.150000000000000355e+00,7.569812500000024924e-01,7.594369235990897637e-01
8.250000000000000000e+00,7.603125000000026112e-01,7.594369235990892086e-01
8.350000000000001421e+00,7.582750000000030299e-01,7.594369235990884315e-01
8.449999999999999289e+00,7.564656250000024729e-01,7.594369235990875433e-01
8.550000000000000711e+00,7.595062500000027139e-01,7.594369235990864331e-01
8.650000000000000355e+00,7.615156250000021387e-01,7.594369235990852118e-01
8.750000000000000000e+00,7.592843750000028979e-01,7.594369235990836575e-01
8.850000000000001421e+00,7.598562500000025643e-01,7.594369235990818812e-01
8.949999999999999289e+00,7.609406250000024796e-01,7.594369235990796607e-01
9.050000000000000711e+00,7.600625000000030829e-01,7.594369235990769962e-01
9.150000000000000355e+00,7.595656250000023535e-01,7.594369235990738876e-01
9.250000000000000000e+00,7.596500000000027120e-01,7.594369235990702238e-01
9.350000000000001421e+00,7.569531250000030020e-01,7.594369235990658940e-01
9.449999999999999289e+00,7.599343750000023823e-01,7.594369235990605649e-01
9.550000000000000711e+00,7.599125000000023222e-01,7.594369235990541256e-01
9.650000000000002132e+00,7.598937500000024770e-01,7.594369235990465761e-01
9.750000000000000000e+00,7.604937500000025219e-01,7.594369235990376943e-01
9.850000000000001421e+00,7.596781250000026464e-01,7.594369235990268141e-01
9.949999999999999289e+00,7.590343750000024814e-01,7.594369235990139355e-01
1.005000000000000071e+01,7.614312500000027795e-01,7.594369235989985034e-01
1.015000000000000213e+01,7.597218750000025445e-01,7.594369235989799627e-01
1.025000000000000000e+01,7.586406250000022888e-01,7.594369235989579803e-01
1.035000000000000142e+01,7.602156250000023929e-01,7.594369235989316680e-01
1.044999999999999929e+01,7.585406250000028550e-01,7.594369235989002487e-01
1.055000000000000071e+01,7.610812500000022629e-01,7.594369235988626121e-01
1.065000000000000213e+01,7.604093750000024965e-01,7.594369235988176481e-01
1.075000000000000000e+01,7.581656250000023967e-01,7.594369235987639133e-01
1.085000000000000142e+01,7.600687500000027352e-01,7.594369235986998534e-01
1.094999999999999929e+01,7.610968750000026706e-01,7.594369235986231370e-01
1.105000000000000071e+01,7.626687500000025599e-01,7.594369235985314326e-01
1.115000000000000213e+01,7.576062500000027011e-01,7.594369235984219646e-01
1.125000000000000000e+01,7.565625000000028022e-01,7.594369235982910693e-01
1.135000000000000142e+01,7.608187500000026526e-01,7.594369235981346389e-01
1.144999999999999929e+01,7.543437500000024221e-01,7.594369235979476773e-01
1.155000000000000071e+01,7.599593750000022130e-01,7.594369235977243004e-01
1.165000000000000213e+01,7.618343750000028392e-01,7.594369235974574028e-01
1.175000000000000000e+01,7.603843750000028878e-01,7.594369235971383247e-01
1.185000000000000142e+01,7.613343750000026722e-01,7.594369235967570742e-01
1.194999999999999929e+01,7.637125000000023478e-01,7.594369235963015496e-01
1.205000000000000071e+01,7.636343750000024189e-01,7.594369235957569853e-01
1.215000000000000213e+01,7.588281250000028511e-01,7.594369235951063946e-01
1.225000000000000000e+01,7.551906250000025578e-01,7.594369235943286833e-01
1.235000000000000142e+01,7.541343750000026880e-01,7.594369235933994267e-01
1.244999999999999929e+01,7.551406250000027853e-01,7.594369235922888706e-01
1.255000000000000071e+01,7.603593750000021689e-01,7.594369235909617100e-01
1.265000000000000213e+01,7.630312500000028253e-01,7.594369235893755343e-01
1.275000000000000000e+01,7.621062500000023165e-01,7.594369235874800506e-01
1.285000000000000142e+01,7.643218750000028150e-01,7.594369235852149735e-01
1.294999999999999929e+01,7.623718750000021416e-01,7.594369235825079167e-01
1.305000000000000071e+01,7.603187500000023746e-01,7.594369235792728379e-01
1.315000000000000213e+01,7.566531250000019249e-01,7.594369235754068193e-01
1.325000000000000000e+01,7.560593750000025315e-01,7.594369235707867372e-01
1.335000000000000142e+01,7.551562500000025269e-01,7.594369235652653760e-01
1.344999999999999929e+01,7.588562500000024524e-01,7.594369235586670985e-01
1.355000000000000071e+01,7.594343750000023263e-01,7.594369235507818505e-01
1.365000000000000213e+01,7.620843750000027006e-01,7.594369235413583885e-01
1.375000000000000000e+01,7.610062500000025487e-01,7.594369235300968413e-01
1.385000000000000142e+01,7.606343750000026382e-01,7.594369235166387178e-01
1.394999999999999929e+01,7.608906250000028182e-01,7.594369235005555829e-01
1.405000000000000071e+01,7.585281250000025510e-01,7.594369234813351799e-01
1.415000000000000213e+01,7.586875000000025127e-01,7.594369234583656647e-01
1.425000000000000000e+01,7.607250000000026491e-01,7.594369234309158445e-01
1.435000000000000142e+01,7.605593750000021469e-01,7.594369233981117517e-01
1.444999999999999929e+01,7.569750000000025070e-01,7.594369233589091106e-01
1.455000000000000071e+01,7.558062500000023443e-01,7.594369233120596974e-01
1.465000000000000213e+01,7.597750000000026427e-01,7.594369232560719274e-01
1.475000000000000000e+01,7.599500000000023459e-01,7.594369231891633376e-01
1.485000000000000142e+01,7.623343750000024510e-01,7.594369231092039652e-01
1.494999999999999929e+01,7.587406250000021668e-01,7.594369230136478466e-01
1.505000000000000071e+01,7.607406250000023906e-01,7.594369228994528598e-01
1.515000000000000213e+01,7.607781250000026363e-01,7.594369227629834684e-01
