psi,rho_mean,rho_fit,rho_std
1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000666e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.000000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.300000000000000266e+00,2.616500000000000076e-02,0.000000000000000000e+00,1.335162123016093603e-03
1.500000000000000000e+00,5.685700000000000198e-01,6.794679648075372391e-01,6.274979555429055153e-03
1.700000000000000178e+00,9.767075000000001728e-01,9.771251322808867101e-01,9.884494436396747477e-03
1.899999999999999911e+00,7.864375000000000115e-01,9.365716326230790756e-01,8.063561231666934240e-03
2.100000000000000089e+00,6.075424999999999853e-01,6.720595539183298328e-01,9.589197252500767515e-03
2.300000000000000266e+00,5.955799999999998873e-01,6.194414586293972569e-01,9.177882452711493347e-03
2.500000000000000000e+00,8.194650000000001100e-01,8.173917862799374712e-01,7.522266945542409669e-03
2.700000000000000178e+00,9.363525000000001430e-01,9.226556435244525067e-01,1.136319630487645470e-02
2.900000000000000355e+00,8.073675000000001267e-01,8.011121600792709962e-01,6.314400313235568954e-03
3.100000000000000089e+00,7.052349999999999453e-01,6.821366129144934565e-01,1.043199910195346386e-02
3.300000000000000266e+00,7.324899999999998634e-01,7.367274367289478043e-01,7.268182281988429770e-03
3.500000000000000000e+00,8.410150000000001791e-01,8.415157268492445830e-01,1.022816158816841278e-02
3.700000000000000178e+00,8.619299999999998629e-01,8.338807943110038146e-01,8.589749092591931340e-03
3.900000000000000355e+00,7.872399999999999398e-01,7.569599393332036019e-01,6.772692848568629721e-03
4.099999999999999645e+00,7.437099999999999822e-01,7.392583219934201200e-01,1.231828550954786397e-02
4.300000000000000711e+00,7.748924999999999841e-01,7.867480450227336553e-01,6.729164236054089622e-03
4.500000000000000000e+00,8.251600000000000046e-01,8.126166566898179733e-01,1.034680983125768096e-02
4.700000000000001066e+00,8.192675000000001484e-01,7.887934405083962819e-01,8.187478806722265148e-03
4.900000000000000355e+00,7.817624999999999158e-01,7.651604825499485063e-01,8.943946423787376213e-03
5.099999999999999645e+00,7.662625000000001796e-01,7.735535372446374902e-01,8.799160770389289135e-03
5.300000000000000711e+00,7.854850000000000998e-01,7.906747377690749312e-01,8.296529077683155451e-03
5.500000000000000000e+00,8.092249999999999721e-01,7.903382878842355463e-01,8.610359427671063215e-03
5.700000000000001066e+00,7.977024999999999810e-01,7.799583592218034545e-01,7.508862745905142168e-03
5.900000000000000355e+00,7.825924999999999132e-01,7.772992755769353446e-01,9.891427375577091508e-03
6.099999999999999645e+00,7.802900000000000391e-01,7.825793010000337002e-01,7.301002094161275144e-03
6.300000000000000711e+00,7.875149999999998540e-01,7.855155193165015426e-01,8.679059796277957886e-03
6.500000000000000000e+00,7.978449999999999154e-01,7.833599402432001035e-01,8.615101490070253484e-03
6.700000000000001066e+00,7.901574999999999571e-01,7.811831193890889091e-01,8.512920134156436169e-03
6.900000000000000355e+00,7.852574999999999417e-01,7.817676074805294251e-01,8.607589597803234557e-03
7.099999999999999645e+00,7.824849999999999861e-01,7.830656770433482849e-01,1.019148380292404787e-02
7.300000000000000711e+00,7.862324999999998898e-01,7.830984627269444998e-01,1.027289836363009384e-02
7.500000000000000000e+00,7.934974999999997447e-01,7.824488208528038724e-01,7.429554690204299636e-03
7.700000000000001066e+00,7.886024999999999840e-01,7.822680894736177004e-01,9.640736964077283727e-03
7.900000000000000355e+00,7.850824999999999054e-01,7.825398795240918748e-01,8.449171167697621526e-03
8.100000000000001421e+00,7.851749999999999563e-01,7.826939621005597481e-01,1.094662288706333558e-02
8.300000000000000711e+00,7.868675000000000530e-01,7.826041245652566314e-01,9.768360243260141434e-03
8.500000000000000000e+00,7.889000000000001567e-01,7.825111393911508006e-01,7.446528686151972047e-03
8.699999999999999289e+00,7.862249999999999517e-01,7.825293233394857717e-01,9.665136751285659938e-03
8.900000000000000355e+00,7.865474999999999550e-01,7.825749503443237831e-01,1.009535425983551157e-02
9.100000000000001421e+00,7.866100000000000314e-01,7.825778078243958991e-01,8.390448830601814761e-03
