tanh_profile function in utils/binning_planar.py -> tanh_profile(psi_cc, *popt)rho_l, rho_v, z01, z02, w1, w2, A, freq, phase, d
7.825609355440127368e-01
7.569434023134005013e-03
1.691806112100273651e+01
1.423540195031882893e+00
1.975477859690332183e+00
5.074430234357552028e-03
3.328130927801308259e-01
6.921070419082562708e+00
1.276389732181705838e+01
8.431112211854621563e+00
