tanh_profile function in utils/binning_planar.py -> tanh_profile(psi_cc, *popt)rho_l, rho_v, z01, z02, w1, w2, A, freq, phase, d
5.852097145353579721e-01
9.376610307637198161e-02
1.577945403362680032e+01
1.511670120768232595e+00
5.683338126821101177e+00
3.099703518622822784e-01
-5.300137224774746914e-01
4.087899205610296072e+00
1.618349548701257135e+01
2.873520290207159711e+00
