psi,rho_mean,rho_fit,rho_std
1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000666e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.000000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.300000000000000266e+00,1.750249999999999723e-02,6.762483500235124877e-11,1.241759680962124844e-03
1.500000000000000000e+00,6.809475000000000389e-01,6.809484075248142254e-01,8.611657872662473526e-03
1.700000000000000178e+00,1.264422499999999783e+00,8.633942037604891429e-01,1.316280120363123689e-02
1.899999999999999911e+00,8.852575000000000305e-01,8.633942037653239421e-01,6.940447335044507525e-03
2.100000000000000089e+00,5.919475000000000708e-01,8.633942037652876378e-01,1.077353574126996283e-02
2.300000000000000266e+00,5.856899999999998219e-01,8.633942037652246881e-01,8.720628900546832651e-03
2.500000000000000000e+00,9.943950000000001399e-01,8.633942037651154422e-01,1.308446145544200911e-02
2.700000000000000178e+00,1.138549999999999951e+00,8.633942037649260381e-01,1.314629225295099908e-02
2.900000000000000355e+00,8.253724999999999534e-01,8.633942037645976342e-01,1.022814068353116584e-02
3.100000000000000089e+00,6.748675000000001756e-01,8.633942037640278677e-01,1.269948481134901275e-02
3.300000000000000266e+00,7.892174999999999052e-01,8.633942037630402133e-01,1.526660679046711565e-02
3.500000000000000000e+00,1.022367499999999874e+00,8.633942037613274723e-01,1.007768868394564796e-02
3.700000000000000178e+00,9.789150000000000906e-01,8.633942037583572926e-01,1.794314925711641695e-02
3.900000000000000355e+00,7.859974999999999046e-01,8.633942037532069680e-01,8.404908888325483482e-03
4.099999999999999645e+00,7.498700000000000365e-01,8.633942037442756678e-01,1.693680514208782684e-02
4.300000000000000711e+00,8.765524999999998457e-01,8.633942037287880567e-01,1.192302587653953916e-02
4.500000000000000000e+00,9.708199999999997942e-01,8.633942037019310956e-01,1.084383647394612966e-02
4.700000000000001066e+00,8.915899999999998826e-01,8.633942036553590160e-01,1.163302467795435634e-02
4.900000000000000355e+00,7.897374999999999812e-01,8.633942035745989507e-01,8.477134492888872830e-03
5.099999999999999645e+00,8.125475000000002002e-01,8.633942034345538641e-01,1.348969855501831565e-02
5.300000000000000711e+00,9.019949999999999912e-01,8.633942031917036797e-01,9.145446091390310034e-03
5.500000000000000000e+00,9.222374999999999323e-01,8.633942027705803213e-01,1.350719959093940777e-02
5.700000000000001066e+00,8.473350000000001714e-01,8.633942020403158057e-01,9.505678358361984229e-03
5.900000000000000355e+00,8.120375000000000787e-01,8.633942007739737745e-01,1.106285719018943771e-02
6.099999999999999645e+00,8.541049999999998921e-01,8.633941985780269057e-01,1.248404139186042386e-02
6.300000000000000711e+00,8.976149999999998297e-01,8.633941947700645159e-01,9.843233048247175196e-03
6.500000000000000000e+00,8.803499999999997438e-01,8.633941881667277496e-01,1.291961992271322378e-02
6.700000000000001066e+00,8.412200000000000788e-01,8.633941767159689640e-01,1.287759580372869160e-02
6.900000000000000355e+00,8.349350000000000938e-01,8.633941568593608284e-01,9.556399068576762468e-03
7.099999999999999645e+00,8.665274999999998951e-01,8.633941224262817737e-01,1.239698047913280997e-02
7.300000000000000711e+00,8.882550000000000168e-01,8.633940627163422254e-01,1.138700667658676564e-02
7.500000000000000000e+00,8.631650000000000711e-01,8.633939591741470743e-01,1.116224958462556406e-02
7.700000000000001066e+00,8.411075000000000079e-01,8.633937796230577444e-01,1.396005839039214137e-02
7.900000000000000355e+00,8.501825000000000632e-01,8.633934682660702187e-01,1.083668568239143891e-02
8.100000000000001421e+00,8.719100000000000739e-01,8.633929283465776594e-01,9.808194747787509979e-03
8.300000000000000711e+00,8.746950000000002223e-01,8.633919920809429716e-01,1.222767460786348091e-02
8.500000000000000000e+00,8.541024999999999867e-01,8.633903685199313394e-01,1.221881072471113147e-02
8.699999999999999289e+00,8.491125000000000478e-01,8.633875531387841251e-01,1.183214705568556152e-02
8.900000000000000355e+00,8.561725000000001140e-01,8.633826710672076743e-01,1.225202963851939296e-02
9.100000000000001421e+00,8.735150000000000414e-01,8.633742052625708041e-01,1.019970458808539676e-02
