tanh_profile function in utils/binning_planar.py -> tanh_profile(psi_cc, *popt)rho_l, rho_v, z01, z02, w1, w2, A, freq, phase, d
7.585321228162199558e-01
1.267274111071689871e-02
1.384403504925082196e+01
1.469907205385586835e+00
2.315701475997442138e+00
2.819569999757641221e-01
2.895223992711266070e-01
6.202545277822961722e+00
8.499706183741331245e+00
8.235022906921271257e+00
