tanh_profile function in utils/binning_planar.py -> tanh_profile(psi_cc, *popt)rho_l, rho_v, z01, z02, w1, w2, A, freq, phase, d
7.301524384602076090e-01
1.927995653798229847e-02
2.095698397769777444e+01
1.482145315970243349e+00
2.574704861406742484e+00
3.255644149466834780e-01
3.173875371626744268e-01
5.921373432719847507e+00
1.542539143266732538e+01
6.355419281966312006e+00
