tanh_profile function in utils/binning_planar.py -> tanh_profile(psi_cc, *popt)rho_l, rho_v, z01, z02, w1, w2, A, freq, phase, d
7.585274648185447166e-01
1.321556884074871069e-02
1.716418396178228889e+01
1.471263277088720622e+00
2.270812760651911066e+00
2.841251914536349066e-01
2.881590480498337770e-01
6.189708784572048650e+00
1.481604305027126856e+01
8.373209071067815756e+00
