psi,rho_mean,rho_fit,rho_std
1.000000000000000056e-01,0.000000000000000000e+00,1.987909830535393356e-09,0.000000000000000000e+00
3.000000000000000444e-01,0.000000000000000000e+00,4.112782883619582990e-08,0.000000000000000000e+00
5.000000000000000000e-01,0.000000000000000000e+00,1.064489432169258282e-06,0.000000000000000000e+00
7.000000000000000666e-01,0.000000000000000000e+00,1.959896542151577585e-05,0.000000000000000000e+00
9.000000000000000222e-01,0.000000000000000000e+00,2.466339534466092703e-04,0.000000000000000000e+00
1.100000000000000089e+00,0.000000000000000000e+00,2.808391063388375204e-03,0.000000000000000000e+00
1.300000000000000266e+00,2.898999999999999841e-02,4.997038208693200395e-02,1.102103252398507587e-03
1.500000000000000000e+00,5.317000000000000615e-01,5.227216909253963317e-01,6.896032421464881081e-03
1.700000000000000178e+00,8.977225000000000898e-01,9.214622832727302759e-01,1.085437669426727106e-02
1.899999999999999911e+00,7.447199999999998266e-01,7.803853854912152777e-01,8.184298188733426030e-03
2.100000000000000089e+00,5.927775000000000682e-01,6.059467756215179968e-01,7.948923710660124597e-03
2.300000000000000266e+00,5.915050000000000585e-01,6.493998472616410167e-01,8.164846019755410758e-03
2.500000000000000000e+00,7.723499999999999810e-01,8.173519856399255046e-01,9.286010984270908625e-03
2.700000000000000178e+00,8.806249999999998801e-01,8.784152353800971369e-01,1.013837810136886466e-02
2.900000000000000355e+00,7.846500000000000696e-01,7.816140811028979840e-01,9.426628017985735561e-03
3.100000000000000089e+00,6.947300000000000697e-01,6.807251123699490369e-01,8.553383448732588754e-03
3.300000000000000266e+00,7.132650000000000379e-01,6.977237563239137019e-01,6.512277877816240179e-03
3.500000000000000000e+00,8.008599999999999053e-01,7.815128325422614486e-01,8.516695677500626255e-03
3.700000000000000178e+00,8.220150000000000512e-01,8.146960907038039990e-01,8.557039269083176539e-03
3.900000000000000355e+00,7.655750000000000055e-01,7.729986300638166385e-01,1.113528649219039900e-02
4.099999999999999645e+00,7.306600000000000872e-01,7.276430711844348309e-01,6.939372791314938997e-03
4.300000000000000711e+00,7.490974999999999717e-01,7.322331147153789965e-01,8.768176234182580367e-03
4.500000000000000000e+00,7.885199999999999987e-01,7.650812867652126981e-01,7.992453677655787445e-03
4.700000000000001066e+00,7.892324999999998925e-01,7.790710678292303015e-01,9.263741926116259018e-03
4.900000000000000355e+00,7.594425000000001313e-01,7.650185910957911783e-01,9.674645036328068104e-03
5.099999999999999645e+00,7.436475000000000168e-01,7.490045901827468988e-01,9.431951226939655486e-03
5.300000000000000711e+00,7.604650000000000576e-01,7.496857288442916323e-01,7.631325676378090256e-03
5.500000000000000000e+00,7.786575000000000024e-01,7.598025035433514374e-01,8.174547710005601944e-03
5.700000000000001066e+00,7.727575000000000971e-01,7.643929422388026085e-01,8.002783643997360072e-03
5.900000000000000355e+00,7.557899999999999618e-01,7.606932485061967952e-01,9.337313374447259520e-03
6.099999999999999645e+00,7.525950000000001250e-01,7.562520294982442159e-01,6.908897771790569603e-03
6.300000000000000711e+00,7.640974999999998740e-01,7.562124654563446846e-01,9.762178291754356613e-03
6.500000000000000000e+00,7.678849999999999287e-01,7.586595396978846884e-01,8.102567819102665658e-03
6.700000000000001066e+00,7.643750000000000266e-01,7.598344879578732280e-01,9.121958757796883727e-03
6.900000000000000355e+00,7.580800000000000871e-01,7.590750424400117824e-01,7.838088515636160505e-03
7.099999999999999645e+00,7.556024999999999547e-01,7.581075300220602164e-01,8.621324159498816586e-03
7.300000000000000711e+00,7.631374999999999131e-01,7.580550222722696185e-01,7.231671478186834159e-03
7.500000000000000000e+00,7.652124999999999622e-01,7.585197011112368992e-01,6.658727454686030715e-03
7.700000000000001066e+00,7.600824999999999942e-01,7.587546488193809280e-01,7.814902683166849787e-03
7.900000000000000355e+00,7.584500000000001796e-01,7.586334081520669237e-01,4.910220275903591503e-03
8.100000000000001421e+00,7.596650000000001457e-01,7.584678262428752316e-01,7.896219948411024522e-03
8.300000000000000711e+00,7.601599999999999469e-01,7.584521478977165332e-01,6.860596874447904767e-03
8.500000000000000000e+00,7.615375000000000894e-01,7.585213395929658597e-01,6.677690173453059222e-03
8.699999999999999289e+00,7.584000000000000741e-01,7.585580168874925810e-01,7.473673091170384732e-03
8.900000000000000355e+00,7.548524999999999263e-01,7.585429212113002917e-01,6.429894715516853466e-03
9.100000000000001421e+00,7.626775000000000082e-01,7.585205209452698938e-01,7.072081414005063765e-03
9.300000000000000711e+00,7.605725000000000957e-01,7.585174074368327135e-01,9.262153821927845629e-03
9.500000000000000000e+00,7.569649999999998879e-01,7.585251962440634488e-01,9.404157815058532613e-03
9.700000000000001066e+00,7.576799999999999091e-01,7.585292648692448791e-01,6.432655177419265707e-03
9.900000000000000355e+00,7.603925000000001377e-01,7.585272230827038165e-01,7.128967501088717337e-03
1.010000000000000142e+01,7.577549999999999564e-01,7.585240020022482321e-01,7.075902397351323952e-03
1.030000000000000071e+01,7.620474999999999888e-01,7.585223790182026304e-01,6.198545563699866048e-03
1.050000000000000000e+01,7.556950000000000056e-01,7.585213546813946994e-01,7.309256928177117717e-03
1.070000000000000107e+01,7.559974999999998779e-01,7.585192751744035400e-01,8.876898981418895190e-03
1.090000000000000036e+01,7.616275000000001238e-01,7.585155996459976846e-01,7.796633467148027588e-03
1.110000000000000142e+01,7.606400000000000938e-01,7.585103251324233353e-01,6.799702005854453557e-03
1.130000000000000071e+01,7.560799999999999743e-01,7.585030626459667857e-01,7.646746814306405564e-03
1.150000000000000000e+01,7.609549999999999370e-01,7.584928394373476879e-01,6.976311421706436929e-03
1.170000000000000107e+01,7.564074999999997884e-01,7.584782559718468153e-01,5.881175925200489776e-03
1.190000000000000036e+01,7.627150000000000318e-01,7.584574626199791503e-01,8.208774188891444432e-03
1.210000000000000142e+01,7.637874999999999526e-01,7.584278850405764549e-01,9.780416455991621308e-03
1.230000000000000071e+01,7.573775000000001478e-01,7.583858352290454574e-01,7.738360954566405638e-03
1.250000000000000000e+01,7.575825000000000475e-01,7.583260415813499744e-01,1.034458000724610902e-02
1.270000000000000107e+01,7.582750000000000323e-01,7.582410094474772988e-01,8.800156996207206955e-03
1.290000000000000036e+01,7.591500000000001025e-01,7.581200961275682548e-01,6.338997928445966670e-03
1.310000000000000142e+01,7.641324999999999923e-01,7.579481846898803443e-01,1.386573090107595142e-02
1.330000000000000071e+01,7.594450000000001477e-01,7.577038072058356333e-01,9.589603745723788639e-03
1.350000000000000000e+01,7.554600000000000204e-01,7.573564981494100845e-01,9.053301229821897333e-03
1.370000000000000107e+01,7.573700000000000987e-01,7.568630676190550854e-01,6.839867650304667229e-03
1.390000000000000036e+01,7.584600000000000231e-01,7.561623723775594552e-01,9.367112120268675582e-03
1.410000000000000142e+01,7.563250000000001361e-01,7.551680237624415204e-01,9.414916775773262206e-03
1.430000000000000071e+01,7.546475000000000266e-01,7.537583078025135164e-01,7.192914550920377799e-03
1.450000000000000000e+01,7.533599999999998076e-01,7.517624291337220432e-01,7.142894887118319235e-03
1.470000000000000107e+01,7.485825000000000395e-01,7.489420923924932083e-01,7.062992414133353186e-03
1.490000000000000036e+01,7.421924999999999217e-01,7.449675479444757276e-01,6.649500871652341480e-03
1.510000000000000142e+01,7.398099999999999676e-01,7.393878440529388918e-01,8.899683613536652285e-03
1.530000000000000071e+01,7.309374999999999067e-01,7.315966738791199742e-01,8.706499009360775532e-03
