psi,rho_mean,rho_fit,rho_std
1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000666e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.000000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.300000000000000266e+00,2.078250000000000236e-02,2.525839036980002398e-13,1.166334225818564142e-03
1.500000000000000000e+00,6.428800000000000070e-01,6.428843476629174658e-01,1.023447990605132717e-02
1.700000000000000178e+00,1.154257499999999936e+00,8.388914266769463834e-01,1.042373651310972774e-02
1.899999999999999911e+00,8.549975000000001879e-01,8.388914266768715544e-01,7.019924182376608909e-03
2.100000000000000089e+00,6.077449999999999797e-01,8.388914266767081296e-01,6.969291665283464457e-03
2.300000000000000266e+00,5.995599999999999818e-01,8.388914266764362360e-01,4.881129075596305801e-03
2.500000000000000000e+00,9.248075000000002266e-01,8.388914266759841531e-01,1.002032506826420859e-02
2.700000000000000178e+00,1.060257500000000075e+00,8.388914266752323101e-01,7.435517095245243110e-03
2.900000000000000355e+00,8.315175000000000205e-01,8.388914266739816439e-01,8.639646602787218535e-03
3.100000000000000089e+00,6.954025000000000345e-01,8.388914266719014190e-01,1.020650560078949221e-02
3.300000000000000266e+00,7.722499999999998810e-01,8.388914266684418530e-01,8.614400428169226992e-03
3.500000000000000000e+00,9.431775000000000020e-01,8.388914266626876781e-01,8.950499471508489152e-03
3.700000000000000178e+00,9.367974999999999497e-01,8.388914266531173336e-01,7.533163084165348140e-03
3.900000000000000355e+00,8.009449999999999070e-01,8.388914266371996220e-01,8.475753343322471947e-03
4.099999999999999645e+00,7.566400000000002013e-01,8.388914266107250217e-01,9.295748886906372507e-03
4.300000000000000711e+00,8.392649999999999277e-01,8.388914265666922443e-01,8.785605751514945910e-03
4.500000000000000000e+00,9.064049999999997942e-01,8.388914264934561604e-01,1.135348196068407776e-02
4.700000000000001066e+00,8.692250000000001364e-01,8.388914263716489295e-01,7.725172455918659364e-03
4.900000000000000355e+00,8.003249999999999531e-01,8.388914261690572083e-01,1.231439572635471998e-02
5.099999999999999645e+00,8.020125000000000171e-01,8.388914258321036321e-01,1.119270057013193806e-02
5.300000000000000711e+00,8.569900000000000295e-01,8.388914252716772602e-01,1.185704986828288281e-02
5.500000000000000000e+00,8.747100000000000986e-01,8.388914243395675374e-01,1.253667881815090542e-02
5.700000000000001066e+00,8.387550000000001393e-01,8.388914227892684261e-01,7.688523573277384823e-03
5.900000000000000355e+00,8.170500000000000540e-01,8.388914202107873308e-01,1.218138139258348115e-02
6.099999999999999645e+00,8.254975000000002172e-01,8.388914159222182754e-01,7.215890268596173926e-03
6.300000000000000711e+00,8.532274999999998055e-01,8.388914087894050464e-01,8.252056761164071677e-03
6.500000000000000000e+00,8.550375000000001169e-01,8.388913969260016756e-01,1.317566411988405593e-02
6.700000000000001066e+00,8.299775000000000347e-01,8.388913771946089337e-01,9.095132807687516391e-03
6.900000000000000355e+00,8.227824999999999722e-01,8.388913443770580347e-01,9.671897367332373333e-03
7.099999999999999645e+00,8.402974999999999195e-01,8.388912897944130753e-01,1.067666509878336875e-02
7.300000000000000711e+00,8.453800000000002424e-01,8.388911990117416950e-01,8.921549900750386577e-03
7.500000000000000000e+00,8.434999999999999165e-01,8.388910480206627218e-01,9.396555920011057800e-03
7.700000000000001066e+00,8.295774999999998567e-01,8.388907968901196943e-01,8.736846880943525961e-03
7.900000000000000355e+00,8.308399999999999119e-01,8.388903792063069353e-01,9.586086408518290983e-03
8.100000000000001421e+00,8.415124999999999966e-01,8.388896845091473597e-01,9.393585087147167390e-03
8.300000000000000711e+00,8.417999999999998817e-01,8.388885290807981399e-01,9.506687396941071802e-03
8.500000000000000000e+00,8.391650000000000498e-01,8.388866073618247432e-01,1.014662375789161970e-02
8.699999999999999289e+00,8.325700000000002543e-01,8.388834111490865997e-01,1.178256294163897676e-02
8.900000000000000355e+00,8.344250000000000833e-01,8.388780952134192725e-01,1.232399777071675057e-02
9.100000000000001421e+00,8.415375000000000494e-01,8.388692538177704439e-01,1.211916571516285200e-02
