psi,rho_mean,rho_fit
0.05,0.0,0.0
0.15000000000000002,0.0,0.0
0.25,0.0,0.0
0.35000000000000003,0.0,0.0
0.45,5e-324,5e-324
0.55,5e-324,5e-324
0.6500000000000001,5e-324,5e-324
0.75,2.7559316565375068e-244,2.7559316565375068e-244
0.85,3.7135694259800016e-83,3.7135694259800016e-83
0.95,2.232018941675466e-31,2.232018941675466e-31
1.05,7.056080070339632e-13,7.056080070339632e-13
1.15,1.047729505129338e-05,1.047729505129338e-05
1.25,0.008890883071629128,0.008890883071629128
1.35,0.09187030320640921,0.09187030320640921
1.45,0.23199519845030428,0.23199519845030428
1.55,0.32630118290239923,0.32630118290239923
1.65,0.3719492335974299,0.3719492335974299
1.75,0.39621472267151503,0.39621472267151503
1.85,0.41180828912033896,0.41180828912033896
1.95,0.42420518115405936,0.42420518115405936
2.05,0.43578312037031885,0.43578312037031885
2.1500000000000004,0.4475367941933073,0.4475367941933073
2.25,0.45981691405608016,0.45981691405608016
2.3500000000000005,0.4725900211364174,0.4725900211364174
2.45,0.48535885809308027,0.48535885809308027
2.55,0.49731815301136606,0.49731815301136606
2.6500000000000004,0.5079019093905247,0.5079019093905247
2.75,0.5169877247916062,0.5169877247916062
2.8500000000000005,0.5247266916144375,0.5247266916144375
2.95,0.5313528155126046,0.5313528155126046
3.05,0.5370854914519532,0.5370854914519532
3.1500000000000004,0.5420972271206734,0.5420972271206734
3.25,0.5465115090987841,0.5465115090987841
3.3500000000000005,0.5504113681636236,0.5504113681636236
3.45,0.5538504380018042,0.5538504380018042
3.55,0.55686417004792,0.55686417004792
3.65,0.559480027716131,0.559480027716131
3.75,0.5617245645494556,0.5617245645494556
3.850000000000001,0.5636279774893002,0.5636279774893002
3.95,0.565234200389479,0.565234200389479
4.050000000000001,0.5665955936743468,0.5665955936743468
4.15,0.5677510998530879,0.5677510998530879
4.25,0.56872703865257,0.56872703865257
4.35,0.5695436106483062,0.5695436106483062
4.45,0.570217745376519,0.570217745376519
4.550000000000001,0.5707643835620718,0.5707643835620718
4.65,0.571197134731442,0.571197134731442
4.75,0.5715286436057336,0.5715286436057336
4.8500000000000005,0.5717707856863857,0.5717707856863857
4.95,0.571934724959208,0.571934724959208
5.050000000000001,0.5720308048215952,0.5720308048215952
5.15,0.5720683378386968,0.5720683378386968
5.25,0.572055495822926,0.572055495822926
5.3500000000000005,0.571999363900559,0.571999363900559
5.45,0.5719060831914519,0.5719060831914519
5.550000000000001,0.5717810071815573,0.5717810071815573
5.65,0.5716288370744554,0.5716288370744554
5.75,0.5714537273507554,0.5714537273507554
5.8500000000000005,0.5712593638793884,0.5712593638793884
5.95,0.5710490203760585,0.5710490203760585
6.050000000000001,0.5708255994610427,0.5708255994610427
6.15,0.5705916642936535,0.5705916642936535
6.25,0.5703494659965758,0.5703494659965758
6.3500000000000005,0.5701009702463613,0.5701009702463613
6.45,0.5698478844435645,0.5698478844435645
6.550000000000001,0.5695916867938298,0.5695916867938298
6.65,0.5693336558530399,0.5693336558530399
6.75,0.5690748953969408,0.5690748953969408
6.8500000000000005,0.5688163544129334,0.5688163544129334
6.95,0.5685588440164785,0.5685588440164785
7.050000000000001,0.568303052123515,0.568303052123515
7.15,0.5680495563796518,0.5680495563796518
7.25,0.5677988357909175,0.5677988357909175
7.35,0.5675512814848926,0.5675512814848926
7.45,0.5673072077615515,0.5673072077615515
7.55,0.5670668140476418,0.5670668140476418
7.65,0.5668301994185504,0.5668301994185504
7.75,0.5665974785535746,0.5665974785535746
7.85,0.5663687269528068,0.5663687269528068
7.95,0.5661439864102924,0.5661439864102924
8.05,0.565923265504838,0.565923265504838
8.15,0.5657065316961988,0.5657065316961988
