psi,rho_mean,rho_fit
0.05,0.0,0.0
0.15000000000000002,0.0,0.0
0.25,0.0,0.0
0.35000000000000003,0.0,0.0
0.45,5e-324,5e-324
0.55,5e-324,5e-324
0.6500000000000001,5e-324,5e-324
0.75,1.871495717504841e-259,1.871495717504841e-259
0.85,3.020776458116288e-88,3.020776458116288e-88
0.95,3.18648701296045e-33,3.18648701296045e-33
1.05,1.4716214352538606e-13,1.4716214352538606e-13
1.15,6.2568104467713674e-06,6.2568104467713674e-06
1.25,0.00833047211543937,0.00833047211543937
1.35,0.0969378994023391,0.0969378994023391
1.45,0.24870048765394326,0.24870048765394326
1.55,0.3502804157266868,0.3502804157266868
1.65,0.39931014059493636,0.39931014059493636
1.75,0.425903059561892,0.425903059561892
1.85,0.4434886319565365,0.4434886319565365
1.95,0.45773347132009157,0.45773347132009157
2.05,0.4710643313857198,0.4710643313857198
2.1500000000000004,0.4844809386950217,0.4844809386950217
2.25,0.49832649728029926,0.49832649728029926
2.3500000000000005,0.5125575857890176,0.5125575857890176
2.45,0.5266526406054592,0.5266526406054592
2.55,0.5397734588831317,0.5397734588831317
2.6500000000000004,0.5513470636083042,0.5513470636083042
2.75,0.5612714030039165,0.5612714030039165
2.8500000000000005,0.5697249140299319,0.5697249140299319
2.95,0.5769646121281501,0.5769646121281501
3.05,0.5832268935254213,0.5832268935254213
3.1500000000000004,0.588696726054811,0.588696726054811
3.25,0.5935072010164828,0.5935072010164828
3.3500000000000005,0.5977492883344397,0.5977492883344397
3.45,0.6014835832323916,0.6014835832323916
3.55,0.6047518593957532,0.6047518593957532
3.65,0.6075873813500731,0.6075873813500731
3.75,0.6100219504440723,0.6100219504440723
3.850000000000001,0.6120902368974491,0.6120902368974491
3.95,0.6138403103656433,0.6138403103656433
4.050000000000001,0.6153284994789582,0.6153284994789582
4.15,0.6165967236043962,0.6165967236043962
4.25,0.6176736034321982,0.6176736034321982
4.35,0.6185813395329488,0.6185813395329488
4.45,0.6193386151391741,0.6193386151391741
4.550000000000001,0.6199618939902077,0.6199618939902077
4.65,0.6204660897765126,0.6204660897765126
4.75,0.6208649451962104,0.6208649451962104
4.8500000000000005,0.6211712428236165,0.6211712428236165
4.95,0.6213968826962992,0.6213968826962992
5.050000000000001,0.6215527974775228,0.6215527974775228
5.15,0.6216487680494198,0.6216487680494198
5.25,0.6216933385299165,0.6216933385299165
5.3500000000000005,0.6216938906474475,0.6216938906474475
5.45,0.621656800536324,0.621656800536324
5.550000000000001,0.6215876045847105,0.6215876045847105
5.65,0.6214911417740792,0.6214911417740792
5.75,0.6213716651702718,0.6213716651702718
5.8500000000000005,0.6212329256096517,0.6212329256096517
5.95,0.6210782336122541,0.6210782336122541
6.050000000000001,0.6209105057495709,0.6209105057495709
6.15,0.620732301271076,0.620732301271076
6.25,0.6205458539766786,0.6205458539766786
6.3500000000000005,0.6203531025421725,0.6203531025421725
6.45,0.6201557206315986,0.6201557206315986
6.550000000000001,0.619955148153791,0.619955148153791
6.65,0.6197526223811668,0.6197526223811668
6.75,0.619549204049201,0.619549204049201
6.8500000000000005,0.6193457984518563,0.6193457984518563
6.95,0.6191431733356778,0.6191431733356778
7.050000000000001,0.6189419744167014,0.6189419744167014
7.15,0.6187427390183889,0.6187427390183889
7.25,0.6185459082604382,0.6185459082604382
7.35,0.6183518382027575,0.6183518382027575
7.45,0.6181608109876731,0.6181608109876731
7.55,0.6179730022245028,0.6179730022245028
7.65,0.6177884947146495,0.6177884947146495
7.75,0.6176073818093908,0.6176073818093908
7.85,0.6174297192391411,0.6174297192391411
7.95,0.6172555302849979,0.6172555302849979
8.05,0.6170848066944689,0.6170848066944689
