tanh_profile function in utils/binning_planar.py -> tanh_profile(psi_cc, *popt)rho_l, rho_v, z01, z02, w1, w2, A, freq, phase, d
7.243719570484022929e-01
1.943452779556439219e-02
1.394959289691544058e+01
1.306915477945604476e+00
2.455837590047702523e+00
9.849866420174229267e-03
3.227624449578335719e-01
7.255753235688721325e+00
1.195599192779078912e+01
5.209645735337143257e+00
