tanh_profile function in utils/binning_planar.py -> tanh_profile(psi_cc, *popt)rho_l, rho_v, z01, z02, w1, w2, A, freq, phase, d
7.293802444971131393e-01
1.872749023259812767e-02
1.749891544870689231e+01
1.486550693721813809e+00
2.578804320936135763e+00
3.415652237681446324e-01
3.308641495623754203e-01
5.886231225787497578e+00
1.551204873208274293e+01
6.104412956525858469e+00
