tanh_profile function in utils/binning_planar.py -> tanh_profile(psi_cc, *popt)rho_l, rho_v, z01, z02, w1, w2, A, freq, phase, d
7.597485830250606531e-01
-1.238315748777952738e-02
2.722586317660656263e+01
1.472379012300360168e+00
2.630552279441956021e+00
2.452904516881906083e-01
2.954573859190531837e-01
6.202239441713165213e+00
1.478883750139643460e+01
8.546832398287229182e+00
