psi,rho,rho_fit
5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.500000000000000333e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.500000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.500000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.500000000000001332e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.500000000000000000e-01,2.337500000000007540e-03,2.143672317502228963e-12
8.500000000000000888e-01,2.113406250000006981e-01,2.113389691200052711e-01
9.499999999999999556e-01,7.885593750000029489e-01,6.973844651477949519e-01
1.050000000000000044e+00,9.467375000000033403e-01,6.973844651591354360e-01
1.150000000000000133e+00,8.163593750000027738e-01,6.973844651591354360e-01
1.250000000000000000e+00,6.686656250000022617e-01,6.973844651591353250e-01
1.350000000000000089e+00,5.653531250000018993e-01,6.973844651591353250e-01
1.450000000000000178e+00,5.023656250000017032e-01,6.973844651591352140e-01
1.550000000000000044e+00,4.774187500000015016e-01,6.973844651591352140e-01
1.650000000000000133e+00,4.827125000000015986e-01,6.973844651591352140e-01
1.750000000000000000e+00,5.340562500000016755e-01,6.973844651591352140e-01
1.850000000000000089e+00,6.318312500000020648e-01,6.973844651591351029e-01
1.950000000000000178e+00,7.489656250000024107e-01,6.973844651591349919e-01
2.049999999999999822e+00,8.047468750000024151e-01,6.973844651591349919e-01
2.150000000000000355e+00,7.847156250000031363e-01,6.973844651591348809e-01
2.250000000000000000e+00,7.281218750000022499e-01,6.973844651591347699e-01
2.350000000000000533e+00,6.731812500000020627e-01,6.973844651591346588e-01
2.450000000000000178e+00,6.369437500000022512e-01,6.973844651591345478e-01
2.549999999999999822e+00,6.227281250000021862e-01,6.973844651591343258e-01
2.650000000000000355e+00,6.315968750000017229e-01,6.973844651591342148e-01
2.750000000000000000e+00,6.634500000000024267e-01,6.973844651591341037e-01
2.850000000000000533e+00,7.038406250000022180e-01,6.973844651591338817e-01
2.950000000000000178e+00,7.360437500000027722e-01,6.973844651591336596e-01
3.049999999999999822e+00,7.484156250000024713e-01,6.973844651591332156e-01
3.150000000000000355e+00,7.400906250000021114e-01,6.973844651591329935e-01
3.250000000000000000e+00,7.133812500000021872e-01,6.973844651591325494e-01
3.350000000000000533e+00,6.899125000000025931e-01,6.973844651591321053e-01
3.450000000000000178e+00,6.768562500000022686e-01,6.973844651591316612e-01
3.549999999999999822e+00,6.720906250000021620e-01,6.973844651591312171e-01
3.650000000000000355e+00,6.799750000000021055e-01,6.973844651591305510e-01
3.750000000000000000e+00,6.957781250000024675e-01,6.973844651591298849e-01
3.850000000000000533e+00,7.092031250000024878e-01,6.973844651591289967e-01
3.950000000000000178e+00,7.178125000000024070e-01,6.973844651591281085e-01
4.050000000000000711e+00,7.211062500000023912e-01,6.973844651591269983e-01
4.150000000000000355e+00,7.163906250000021680e-01,6.973844651591258881e-01
4.250000000000000000e+00,7.055968750000023437e-01,6.973844651591245558e-01
4.349999999999999645e+00,6.971937500000023880e-01,6.973844651591228905e-01
4.450000000000000178e+00,6.911031250000024828e-01,6.973844651591211141e-01
4.550000000000000711e+00,6.885812500000022540e-01,6.973844651591191157e-01
4.650000000000000355e+00,6.935000000000021148e-01,6.973844651591167842e-01
4.750000000000000000e+00,7.007812500000025757e-01,6.973844651591141197e-01
4.850000000000000533e+00,7.055500000000020089e-01,6.973844651591110111e-01
4.950000000000000178e+00,7.073312500000025205e-01,6.973844651591075694e-01
5.050000000000000711e+00,7.093906250000027169e-01,6.973844651591036836e-01
5.150000000000000355e+00,7.062093750000022485e-01,6.973844651590991317e-01
5.250000000000000000e+00,7.021750000000024361e-01,6.973844651590939137e-01
5.350000000000000533e+00,6.980062500000023817e-01,6.973844651590881405e-01
5.450000000000000178e+00,6.956250000000021583e-01,6.973844651590813681e-01
5.550000000000000711e+00,6.944875000000024778e-01,6.973844651590737076e-01
5.650000000000000355e+00,6.968000000000023064e-01,6.973844651590650479e-01
5.750000000000000000e+00,7.007843750000022354e-01,6.973844651590550558e-01
5.850000000000000533e+00,7.021250000000019975e-01,6.973844651590436206e-01
5.950000000000000178e+00,7.036156250000025203e-01,6.973844651590306309e-01
6.050000000000000711e+00,7.041062500000022650e-01,6.973844651590157540e-01
6.150000000000000355e+00,7.016625000000022983e-01,6.973844651589988786e-01
6.250000000000000000e+00,7.010281250000022224e-01,6.973844651589795607e-01
6.350000000000000533e+00,7.002968750000023723e-01,6.973844651589575783e-01
6.450000000000000178e+00,6.966531250000024267e-01,6.973844651589323762e-01
6.550000000000000711e+00,6.983625000000023286e-01,6.973844651589036214e-01
6.650000000000000355e+00,6.978343750000022272e-01,6.973844651588708698e-01
6.750000000000000000e+00,6.991781250000020931e-01,6.973844651588334553e-01
6.850000000000000533e+00,7.007343750000023519e-01,6.973844651587908228e-01
6.950000000000000178e+00,7.031531250000022659e-01,6.973844651587419730e-01
7.050000000000000711e+00,7.025781250000026068e-01,6.973844651586863508e-01
7.150000000000000355e+00,6.971375000000022970e-01,6.973844651586228460e-01
7.250000000000000000e+00,7.001187500000024544e-01,6.973844651585503485e-01
7.350000000000000533e+00,7.015312500000026041e-01,6.973844651584676368e-01
7.450000000000000178e+00,6.977437500000024384e-01,6.973844651583731569e-01
7.550000000000000711e+00,6.982062500000023597e-01,6.973844651582654652e-01
7.650000000000000355e+00,6.975937500000023439e-01,6.973844651581424525e-01
7.750000000000000000e+00,6.969062500000022808e-01,6.973844651580020093e-01
7.850000000000000533e+00,7.017468750000027677e-01,6.973844651578416931e-01
7.950000000000000178e+00,7.015500000000024494e-01,6.973844651576588394e-01
8.050000000000000711e+00,6.986093750000024194e-01,6.973844651574501174e-01
8.150000000000000355e+00,6.995531250000026624e-01,6.973844651572117526e-01
8.250000000000000000e+00,7.000500000000025036e-01,6.973844651569397479e-01
8.350000000000001421e+00,6.986375000000021318e-01,6.973844651566292185e-01
8.449999999999999289e+00,7.013156250000021075e-01,6.973844651562749464e-01
8.550000000000000711e+00,6.981812500000026400e-01,6.973844651558704921e-01
8.650000000000000355e+00,7.008312500000021261e-01,6.973844651554088614e-01
8.750000000000000000e+00,6.943687500000027546e-01,6.973844651548820606e-01
8.850000000000001421e+00,7.005500000000026706e-01,6.973844651542806528e-01
8.949999999999999289e+00,6.983718750000024178e-01,6.973844651535943129e-01
9.050000000000000711e+00,7.015281250000020563e-01,6.973844651528108285e-01
9.150000000000000355e+00,6.988093750000023974e-01,6.973844651519166549e-01
9.250000000000000000e+00,6.956375000000026843e-01,6.973844651508960268e-01
9.350000000000001421e+00,6.971187500000023407e-01,6.973844651497310698e-01
9.449999999999999289e+00,6.994125000000024350e-01,6.973844651484015777e-01
9.550000000000000711e+00,7.011937500000022805e-01,6.973844651468839029e-01
9.650000000000002132e+00,6.972718750000024279e-01,6.973844651451517329e-01
9.750000000000000000e+00,6.989750000000022334e-01,6.973844651431746477e-01
9.850000000000001421e+00,6.986656250000021773e-01,6.973844651409181195e-01
9.949999999999999289e+00,6.990156250000023608e-01,6.973844651383425131e-01
1.005000000000000071e+01,6.963281250000024070e-01,6.973844651354026425e-01
1.015000000000000213e+01,6.997500000000023146e-01,6.973844651320473265e-01
1.025000000000000000e+01,6.989343750000024391e-01,6.973844651282175011e-01
1.035000000000000142e+01,6.966312500000024777e-01,6.973844651238463310e-01
1.044999999999999929e+01,7.016750000000021581e-01,6.973844651188569888e-01
1.055000000000000071e+01,6.981281250000026528e-01,6.973844651131624328e-01
1.065000000000000213e+01,6.970062500000024919e-01,6.973844651066626321e-01
1.075000000000000000e+01,6.996937500000024457e-01,6.973844650992438998e-01
1.085000000000000142e+01,6.990062500000024936e-01,6.973844650907763398e-01
1.094999999999999929e+01,6.983750000000018554e-01,6.973844650811115153e-01
1.105000000000000071e+01,7.015125000000024258e-01,6.973844650700804504e-01
1.115000000000000213e+01,6.974437500000024714e-01,6.973844650574896331e-01
1.125000000000000000e+01,6.988562500000022881e-01,6.973844650431186842e-01
1.135000000000000142e+01,6.968062500000025139e-01,6.973844650267160272e-01
1.144999999999999929e+01,6.989906250000025301e-01,6.973844650079943364e-01
1.155000000000000071e+01,6.991437500000023952e-01,6.973844649866256518e-01
1.165000000000000213e+01,6.974312500000021675e-01,6.973844649622359393e-01
1.175000000000000000e+01,7.001218750000021140e-01,6.973844649343978741e-01
1.185000000000000142e+01,6.989812500000023299e-01,6.973844649026241793e-01
1.194999999999999929e+01,6.999843750000022125e-01,6.973844648663580781e-01
1.205000000000000071e+01,7.012062500000020293e-01,6.973844648249647449e-01
1.215000000000000213e+01,7.007125000000021808e-01,6.973844647777189820e-01
1.225000000000000000e+01,6.992531250000023624e-01,6.973844647237936734e-01
1.235000000000000142e+01,6.961125000000023544e-01,6.973844646622442411e-01
1.244999999999999929e+01,6.982687500000024361e-01,6.973844645919928809e-01
1.255000000000000071e+01,6.973468750000019201e-01,6.973844645118092433e-01
1.265000000000000213e+01,6.979500000000021798e-01,6.973844644202891185e-01
1.275000000000000000e+01,7.024500000000024613e-01,6.973844643158297885e-01
1.285000000000000142e+01,7.007312500000025812e-01,6.973844641966016056e-01
1.294999999999999929e+01,7.020375000000020904e-01,6.973844640605169065e-01
1.305000000000000071e+01,6.994375000000022657e-01,6.973844639051922645e-01
1.315000000000000213e+01,7.014406250000021492e-01,6.973844637279074110e-01
1.325000000000000000e+01,6.958031250000021872e-01,6.973844635255579405e-01
1.335000000000000142e+01,6.995000000000024531e-01,6.973844632945997990e-01
1.344999999999999929e+01,6.988875000000021043e-01,6.973844630309884440e-01
1.355000000000000071e+01,6.989093750000024974e-01,6.973844627301071242e-01
1.365000000000000213e+01,7.031031250000026045e-01,6.973844623866867209e-01
1.375000000000000000e+01,6.968750000000024647e-01,6.973844619947130452e-01
1.385000000000000142e+01,7.017406250000022272e-01,6.973844615473212549e-01
1.394999999999999929e+01,7.009687500000023608e-01,6.973844610366765062e-01
1.405000000000000071e+01,7.020468750000026237e-01,6.973844604538359526e-01
1.415000000000000213e+01,6.993718750000023077e-01,6.973844597885923147e-01
1.425000000000000000e+01,6.980250000000023380e-01,6.973844590292952450e-01
1.435000000000000142e+01,6.984312500000026125e-01,6.973844581626474914e-01
1.444999999999999929e+01,7.014875000000023730e-01,6.973844571734715281e-01
1.455000000000000071e+01,7.009218750000020259e-01,6.973844560444441010e-01
1.465000000000000213e+01,7.003031250000022467e-01,6.973844547557928042e-01
1.475000000000000000e+01,6.983531250000022395e-01,6.973844532849495792e-01
1.485000000000000142e+01,7.026250000000022755e-01,6.973844516061559196e-01
1.494999999999999929e+01,7.002281250000024215e-01,6.973844496900114542e-01
1.505000000000000071e+01,7.018031250000024146e-01,6.973844475029591372e-01
1.515000000000000213e+01,7.036031250000022164e-01,6.973844450066974954e-01
