tanh_profile function in utils/binning_planar.py -> tanh_profile(psi_cc, *popt)rho_l, rho_v, z01, z02, w1, w2, A, freq, phase, d
5.808151793652879258e-01
1.001267324103406603e-01
2.050340269571969642e+01
1.507476431218440105e+00
5.782190542823282264e+00
3.182080712618872154e-01
4.369764145448244430e-01
4.410523575060084411e+00
1.864536616737893837e+01
3.185213846058045917e+00
